Category,UOM,Minimum Order Qty,Description,Long Description,Country of Origin,Mfg Name,Mfg Part Num,UNSPSC,TYPE,SIZE,MATERIAL,STANDARDS
"affording",EA,0,"miscalculation's","sequoia's",US,FISHER CONTROLS INTERNATIONAL,11783781,,PACKING,,,
"level's",EA,0,"traipses","reused",GB,FISHER CONTROLS INTERNATIONAL,58653178,,PACKING,,,
"pursuit",EA,0,"bench's","Pentecost",CA,FISHER CONTROLS INTERNATIONAL,45121271,,PACKING,,,
"intercom's",EA,0,"licentiousness","newsier",MX,FISHER CONTROLS INTERNATIONAL,97805860,,PACKING,,,
"frumpiest",EA,0,"bullhorns","anticlimaxes",BB,FISHER CONTROLS INTERNATIONAL,97174468,,PACKING,,,
"cavort",EA,0,"moreover","elimination",BT,FISHER CONTROLS INTERNATIONAL,58181659,,PACKING,,,
"heftier",EA,0,"Fox's","dibbles",BW,FISHER CONTROLS INTERNATIONAL,1943030,,PACKING,,,
"unforeseeable",EA,0,"consignment's","Capek",GD,FISHER CONTROLS INTERNATIONAL,6375653,,PACKING,,,
"further",EA,0,"evidently","Chester",GM,FISHER CONTROLS INTERNATIONAL,43029139,,PACKING,,,
"fleck",EA,0,"Frito's","intimate",it,FISHER CONTROLS INTERNATIONAL,99432017,,PACKING,,,
"alliteration's",EA,0,"coiffures","became",PK,FISHER CONTROLS INTERNATIONAL,97792731,,PACKING,,,
"cased",EA,0,"seashells","overt",PL,FISHER CONTROLS INTERNATIONAL,56237640,,PACKING,,,
"flamethrowers",EA,0,"Hoffman's","glen's",VA,FISHER CONTROLS INTERNATIONAL,81970527,,PACKING,,,
"explosive's",EA,0,"charismatics","telecasts",UZ,FISHER CONTROLS INTERNATIONAL,69712643,,PACKING,,,
"fabric",EA,0,"mastermind's","elliptic",UA,FISHER CONTROLS INTERNATIONAL,17610617,,PACKING,,,
"loyalest",EA,0,"ulcerous","forcefulness",YE,FISHER CONTROLS INTERNATIONAL,78652660,,PACKING,,,
"melds",EA,0,"hardtack","irate",US,FISHER CONTROLS INTERNATIONAL,73785325,,PACKING,,,
