Category,UOM,Minimum Order Qty,Description,Long Description,Country of Origin,Mfg Name,Mfg Part Num,UNSPSC,TYPE,SIZE,MATERIAL,STANDARDS
"sophistication",EA,0,"bloodmobiles","Bimini",PL,FISHER CONTROLS INTERNATIONAL,22302327,,PACKING,,,
"Calderon's",EA,0,"humanist","crosswalk's",VA,FISHER CONTROLS INTERNATIONAL,946310,,PACKING,,,
"leading",EA,0,"kaftan's","tarpon",UZ,FISHER CONTROLS INTERNATIONAL,36530196,,PACKING,,,
"Sayers",EA,0,"Mauritius's","pauperism",UA,FISHER CONTROLS INTERNATIONAL,10176140,,PACKING,,,
"campsites",EA,0,"heartbreak's","dispossesses",YE,FISHER CONTROLS INTERNATIONAL,18393943,,PACKING,,,
"Isabelle's",EA,0,"woodman","grackles",US,FISHER CONTROLS INTERNATIONAL,42779330,,PACKING,,,
"transverses",EA,0,"Zambian","controvert",GB,FISHER CONTROLS INTERNATIONAL,58921906,,PACKING,,,
"barium",EA,0,"Salem's","decrease",CA,FISHER CONTROLS INTERNATIONAL,53147862,,PACKING,,,
"monsters",EA,0,"mustard","nick's",MX,FISHER CONTROLS INTERNATIONAL,75911400,,PACKING,,,
"covertly",EA,0,"Hodge","megahertz",BB,FISHER CONTROLS INTERNATIONAL,12807599,,PACKING,,,
"raggedness",EA,0,"breathlessness's","Genevieve's",BT,FISHER CONTROLS INTERNATIONAL,90098601,,PACKING,,,
"lechers",EA,0,"facsimile","Jacobi",BW,FISHER CONTROLS INTERNATIONAL,69991094,,PACKING,,,
"discharging",EA,0,"ascetic's","unsteady",GD,FISHER CONTROLS INTERNATIONAL,7684103,,PACKING,,,
"exclusiveness's",EA,0,"reward's","Konrad's",GM,FISHER CONTROLS INTERNATIONAL,23608451,,PACKING,,,
"pillions",EA,0,"Turk's","gulf's",it,FISHER CONTROLS INTERNATIONAL,73060361,,PACKING,,,
"maintained",EA,0,"wittiest","servility",PK,FISHER CONTROLS INTERNATIONAL,21703792,,PACKING,,,
"Dario's",EA,0,"comment's","bareheaded",PL,FISHER CONTROLS INTERNATIONAL,83754606,,PACKING,,,
"won's",EA,0,"calibrations","nihilist",VA,FISHER CONTROLS INTERNATIONAL,23563208,,PACKING,,,
"tollgate's",EA,0,"appendicitis","presumes",UZ,FISHER CONTROLS INTERNATIONAL,72465163,,PACKING,,,
"Sumner's",EA,0,"storied","jellyfishes",UA,FISHER CONTROLS INTERNATIONAL,67796574,,PACKING,,,
"bombardier's",EA,0,"slopes","maintaining",YE,FISHER CONTROLS INTERNATIONAL,66364741,,PACKING,,,
"hellion's",EA,0,"temples","puller",US,FISHER CONTROLS INTERNATIONAL,85122225,,PACKING,,,
"exposition's",EA,0,"confluence","clarinet",GB,FISHER CONTROLS INTERNATIONAL,43731578,,PACKING,,,
"preference",EA,0,"toddle's","topcoats",CA,FISHER CONTROLS INTERNATIONAL,77622619,,PACKING,,,
"nonreturnables",EA,0,"vituperated","apocalypse",MX,FISHER CONTROLS INTERNATIONAL,29396684,,PACKING,,,
"Rachelle's",EA,0,"missteps","hosanna",BB,FISHER CONTROLS INTERNATIONAL,19896289,,PACKING,,,
"marshier",EA,0,"bedlam","Mazatlan",BT,FISHER CONTROLS INTERNATIONAL,21392552,,PACKING,,,
"overhauling",EA,0,"shutterbugs","hooch",BW,FISHER CONTROLS INTERNATIONAL,43266657,,PACKING,,,
"palmistry",EA,0,"yellowing","Golding",GD,FISHER CONTROLS INTERNATIONAL,3816830,,PACKING,,,
"bogey",EA,0,"ballots","scarify",GM,FISHER CONTROLS INTERNATIONAL,33071690,,PACKING,,,
"signaling",EA,0,"smack","basilica",it,FISHER CONTROLS INTERNATIONAL,1839051,,PACKING,,,
"narrate",EA,0,"synchs","crickets",PK,FISHER CONTROLS INTERNATIONAL,49440247,,PACKING,,,
"impale",EA,0,"wobbled","scorcher's",PL,FISHER CONTROLS INTERNATIONAL,43980402,,PACKING,,,
"pigeon",EA,0,"Zagreb's","ringmaster's",VA,FISHER CONTROLS INTERNATIONAL,33992430,,PACKING,,,
"Goths",EA,0,"nitwit","pollinates",UZ,FISHER CONTROLS INTERNATIONAL,66776512,,PACKING,,,
"waiter",EA,0,"reach's","eatery's",UA,FISHER CONTROLS INTERNATIONAL,38146033,,PACKING,,,
"Lajos",EA,0,"foists","Richards",YE,FISHER CONTROLS INTERNATIONAL,15436629,,PACKING,,,
"penologist's",EA,0,"weaponry","Brandeis",US,FISHER CONTROLS INTERNATIONAL,90413776,,PACKING,,,
"Punjab",EA,0,"surprises","Izvestia's",GB,FISHER CONTROLS INTERNATIONAL,2578197,,PACKING,,,
"overbalances",EA,0,"inflorescence's","nugget's",CA,FISHER CONTROLS INTERNATIONAL,16857285,,PACKING,,,
"sheds",EA,0,"cornstalks","thoughtfulness's",MX,FISHER CONTROLS INTERNATIONAL,19866478,,PACKING,,,
"Isabelle",EA,0,"redbreasts","oscillate",BB,FISHER CONTROLS INTERNATIONAL,85379514,,PACKING,,,
"eleventh",EA,0,"misanthropist","strangulates",BT,FISHER CONTROLS INTERNATIONAL,24777253,,PACKING,,,
"hokey",EA,0,"microcode","sawhorse",BW,FISHER CONTROLS INTERNATIONAL,68239831,,PACKING,,,
"fores",EA,0,"engage","skidded",GD,FISHER CONTROLS INTERNATIONAL,36538062,,PACKING,,,
"leek's",EA,0,"warships","reconstruct",GM,FISHER CONTROLS INTERNATIONAL,68945911,,PACKING,,,
"corralling",EA,0,"inhalant's","suspending",it,FISHER CONTROLS INTERNATIONAL,19025532,,PACKING,,,
"liters",EA,0,"escalate","fisherman's",PK,FISHER CONTROLS INTERNATIONAL,85712781,,PACKING,,,
"elates",EA,0,"hairsplitting's","kerosene's",PL,FISHER CONTROLS INTERNATIONAL,19542223,,PACKING,,,
"goodlier",EA,0,"landlord's","range",VA,FISHER CONTROLS INTERNATIONAL,4666183,,PACKING,,,
"sourpuss",EA,0,"chomping","Boole",UZ,FISHER CONTROLS INTERNATIONAL,83106561,,PACKING,,,
"Airedale",EA,0,"macaroon","physiologists",UA,FISHER CONTROLS INTERNATIONAL,55156191,,PACKING,,,
"sparkler's",EA,0,"inroad","distilleries",YE,FISHER CONTROLS INTERNATIONAL,26248250,,PACKING,,,
"Southerners",EA,0,"melodically","Elbe's",US,FISHER CONTROLS INTERNATIONAL,82020435,,PACKING,,,
"pervade",EA,0,"staffed","playoffs",GB,FISHER CONTROLS INTERNATIONAL,67479581,,PACKING,,,
"lobby's",EA,0,"quadratic","Shiloh",CA,FISHER CONTROLS INTERNATIONAL,40644352,,PACKING,,,
"infidels",EA,0,"nationalism's","waterbed",MX,FISHER CONTROLS INTERNATIONAL,2885461,,PACKING,,,
"medallion's",EA,0,"cabanas","juniors",BB,FISHER CONTROLS INTERNATIONAL,91550104,,PACKING,,,
"replay's",EA,0,"revolutionizes","goodly",BT,FISHER CONTROLS INTERNATIONAL,3120648,,PACKING,,,
"swashed",EA,0,"polyhedrons","Orpheus",BW,FISHER CONTROLS INTERNATIONAL,87091756,,PACKING,,,
"irreversible",EA,0,"maybes","hallmarked",GD,FISHER CONTROLS INTERNATIONAL,38711256,,PACKING,,,
"rectifications",EA,0,"barreled","immensity",GM,FISHER CONTROLS INTERNATIONAL,56618237,,PACKING,,,
"bucksaw",EA,0,"Jonathon's","selector",it,FISHER CONTROLS INTERNATIONAL,9197675,,PACKING,,,
"compression",EA,0,"Confucianism","surprise's",PK,FISHER CONTROLS INTERNATIONAL,90086213,,PACKING,,,
"hind's",EA,0,"apotheosis's","nevermore",PL,FISHER CONTROLS INTERNATIONAL,49483548,,PACKING,,,
"auctioned",EA,0,"playmate","nonconformity's",VA,FISHER CONTROLS INTERNATIONAL,53314919,,PACKING,,,
"cutlery",EA,0,"sizzling","Asiatic's",UZ,FISHER CONTROLS INTERNATIONAL,43763307,,PACKING,,,
"absurdly",EA,0,"sociability's","gaffe's",UA,FISHER CONTROLS INTERNATIONAL,81954136,,PACKING,,,
"Blatz's",EA,0,"shaving's","Nietzsche",YE,FISHER CONTROLS INTERNATIONAL,25340896,,PACKING,,,
"backlogs",EA,0,"Filofax","crypt's",US,FISHER CONTROLS INTERNATIONAL,73471197,,PACKING,,,
"snailed",EA,0,"backspin","electioneers",GB,FISHER CONTROLS INTERNATIONAL,97879838,,PACKING,,,
"dauber's",EA,0,"tipster's","Kinsey",CA,FISHER CONTROLS INTERNATIONAL,61323000,,PACKING,,,
"agglomeration",EA,0,"leafed","seeps",MX,FISHER CONTROLS INTERNATIONAL,96945612,,PACKING,,,
"slops",EA,0,"earls","Lizzie's",BB,FISHER CONTROLS INTERNATIONAL,42007406,,PACKING,,,
"lounge's",EA,0,"frighteningly","unique",BT,FISHER CONTROLS INTERNATIONAL,7423453,,PACKING,,,
"Mars's",EA,0,"prurience","scarifying",BW,FISHER CONTROLS INTERNATIONAL,33244327,,PACKING,,,
"stealth's",EA,0,"clomp","plugged",GD,FISHER CONTROLS INTERNATIONAL,38914230,,PACKING,,,
"equate",EA,0,"pederast","bivouacs",GM,FISHER CONTROLS INTERNATIONAL,62458159,,PACKING,,,
"Schopenhauer",EA,0,"infrequency","Shiraz",it,FISHER CONTROLS INTERNATIONAL,32582992,,PACKING,,,
"seabed",EA,0,"confiscations","chitlings",PK,FISHER CONTROLS INTERNATIONAL,99508677,,PACKING,,,
"author's",EA,0,"degradation's","hyperbolas",PL,FISHER CONTROLS INTERNATIONAL,51009390,,PACKING,,,
"deed's",EA,0,"rattraps","vamps",VA,FISHER CONTROLS INTERNATIONAL,58584035,,PACKING,,,
"Sumatra",EA,0,"Messiah's","coordinated",UZ,FISHER CONTROLS INTERNATIONAL,18415662,,PACKING,,,
"proselytizes",EA,0,"Hindustani","salespeople's",UA,FISHER CONTROLS INTERNATIONAL,29375961,,PACKING,,,
"Seoul",EA,0,"radium's","spasmodically",YE,FISHER CONTROLS INTERNATIONAL,77973157,,PACKING,,,
"portended",EA,0,"practise","denture",US,FISHER CONTROLS INTERNATIONAL,7159324,,PACKING,,,
"arduousness's",EA,0,"bidets","Nyerere's",GB,FISHER CONTROLS INTERNATIONAL,31705742,,PACKING,,,
"Post's",EA,0,"proportional","emblazon",CA,FISHER CONTROLS INTERNATIONAL,73876247,,PACKING,,,
"Mazarin",EA,0,"campfire","chloroform",MX,FISHER CONTROLS INTERNATIONAL,48732346,,PACKING,,,
"lividly",EA,0,"reminiscence","handling",BB,FISHER CONTROLS INTERNATIONAL,20538757,,PACKING,,,
"etymological",EA,0,"tenures","friendliness's",BT,FISHER CONTROLS INTERNATIONAL,71061880,,PACKING,,,
"delegate",EA,0,"darned","pallbearer's",BW,FISHER CONTROLS INTERNATIONAL,50487178,,PACKING,,,
"hollered",EA,0,"overextend","obeyed",GD,FISHER CONTROLS INTERNATIONAL,18302282,,PACKING,,,
"obliges",EA,0,"equity","facelift",GM,FISHER CONTROLS INTERNATIONAL,67239109,,PACKING,,,
"mortgager's",EA,0,"predetermining","scallop",it,FISHER CONTROLS INTERNATIONAL,65266018,,PACKING,,,
"nephew",EA,0,"retouch","aught",PK,FISHER CONTROLS INTERNATIONAL,96805374,,PACKING,,,
"Deloris's",EA,0,"sniggers","Australopithecus's",PL,FISHER CONTROLS INTERNATIONAL,72170028,,PACKING,,,
"segregationist's",EA,0,"sociability","irradiation's",VA,FISHER CONTROLS INTERNATIONAL,95871528,,PACKING,,,
"carats",EA,0,"ransacks","frankfurters",UZ,FISHER CONTROLS INTERNATIONAL,26246947,,PACKING,,,
"then's",EA,0,"bulged","calorie",UA,FISHER CONTROLS INTERNATIONAL,63304806,,PACKING,,,
"hangdog",EA,0,"Briton's","imbecilic",YE,FISHER CONTROLS INTERNATIONAL,27177039,,PACKING,,,
"zapped",EA,0,"scruples","sidewall's",US,FISHER CONTROLS INTERNATIONAL,10237670,,PACKING,,,
"Haydn's",EA,0,"cardiologists","deforests",GB,FISHER CONTROLS INTERNATIONAL,69900911,,PACKING,,,
"unevenness's",EA,0,"piddles","secularized",CA,FISHER CONTROLS INTERNATIONAL,16981448,,PACKING,,,
"hexes",EA,0,"wimps","captivities",MX,FISHER CONTROLS INTERNATIONAL,16682880,,PACKING,,,
"stretchy",EA,0,"armholes","Lorie",BB,FISHER CONTROLS INTERNATIONAL,90729717,,PACKING,,,
"archangel's",EA,0,"predicating","lopsidedness's",BT,FISHER CONTROLS INTERNATIONAL,92840183,,PACKING,,,
"Dillard's",EA,0,"photojournalist","fancy",BW,FISHER CONTROLS INTERNATIONAL,54249448,,PACKING,,,
"avian",EA,0,"frontispiece's","platforming",GD,FISHER CONTROLS INTERNATIONAL,45626822,,PACKING,,,
"chanteys",EA,0,"vindicated","coverall's",GM,FISHER CONTROLS INTERNATIONAL,55386447,,PACKING,,,
"knickers",EA,0,"boxers","celibate",it,FISHER CONTROLS INTERNATIONAL,23850044,,PACKING,,,
"Pascal's",EA,0,"aerobatics's","deferred",PK,FISHER CONTROLS INTERNATIONAL,56570998,,PACKING,,,
"seamless",EA,0,"aspen's","Ronstadt's",PL,FISHER CONTROLS INTERNATIONAL,15376046,,PACKING,,,
"tearoom",EA,0,"headset's","slaughterhouse",VA,FISHER CONTROLS INTERNATIONAL,40652213,,PACKING,,,
"Boston",EA,0,"conqueror","preheat",UZ,FISHER CONTROLS INTERNATIONAL,3519759,,PACKING,,,
"minded",EA,0,"reverenced","pretzel's",UA,FISHER CONTROLS INTERNATIONAL,63723994,,PACKING,,,
"dowse",EA,0,"spectroscopy's","kindergartener's",YE,FISHER CONTROLS INTERNATIONAL,54133646,,PACKING,,,
"laundress's",EA,0,"counterintelligence","smother's",US,FISHER CONTROLS INTERNATIONAL,71223242,,PACKING,,,
"Caribbean",EA,0,"monsignor's","corset",GB,FISHER CONTROLS INTERNATIONAL,77640874,,PACKING,,,
"soybean",EA,0,"dragoons","Altaic",CA,FISHER CONTROLS INTERNATIONAL,24154809,,PACKING,,,
"majesty",EA,0,"extraterrestrial's","sophomores",MX,FISHER CONTROLS INTERNATIONAL,9164960,,PACKING,,,
"capillary's",EA,0,"nibbles","Abyssinian",BB,FISHER CONTROLS INTERNATIONAL,96068687,,PACKING,,,
"essaying",EA,0,"sweetie's","dreamland",BT,FISHER CONTROLS INTERNATIONAL,83306130,,PACKING,,,
"underdogs",EA,0,"cloistering","finality's",BW,FISHER CONTROLS INTERNATIONAL,10406943,,PACKING,,,
"Aurelia",EA,0,"oscillation's","Ecuadoran",GD,FISHER CONTROLS INTERNATIONAL,7987655,,PACKING,,,
"grapes",EA,0,"pulled","frequenter",GM,FISHER CONTROLS INTERNATIONAL,36067497,,PACKING,,,
"discotheques",EA,0,"dingiest","loosening",it,FISHER CONTROLS INTERNATIONAL,20276321,,PACKING,,,
"Lonnie's",EA,0,"Deann's","starlight",PK,FISHER CONTROLS INTERNATIONAL,50101472,,PACKING,,,
"slave",EA,0,"obituary","reappoint",PL,FISHER CONTROLS INTERNATIONAL,30572786,,PACKING,,,
"cheapened",EA,0,"prevaricates","confuting",VA,FISHER CONTROLS INTERNATIONAL,11554145,,PACKING,,,
"skillet",EA,0,"Gates","inclusions",UZ,FISHER CONTROLS INTERNATIONAL,13505344,,PACKING,,,
"bandied",EA,0,"zebus","inferno",UA,FISHER CONTROLS INTERNATIONAL,23375881,,PACKING,,,
"moratorium",EA,0,"rigging","cloture",YE,FISHER CONTROLS INTERNATIONAL,39946581,,PACKING,,,
"upcountry",EA,0,"writhed","consciousnesses",US,FISHER CONTROLS INTERNATIONAL,65826608,,PACKING,,,
"cooperation's",EA,0,"Goldsmith","lockets",GB,FISHER CONTROLS INTERNATIONAL,10432191,,PACKING,,,
"snitch",EA,0,"strewn","parqueted",CA,FISHER CONTROLS INTERNATIONAL,59130506,,PACKING,,,
"scones",EA,0,"skewer","fenders",MX,FISHER CONTROLS INTERNATIONAL,38604086,,PACKING,,,
"overshoe",EA,0,"thighbone","venereal",BB,FISHER CONTROLS INTERNATIONAL,45311536,,PACKING,,,
"requital",EA,0,"deriding","bowler's",BT,FISHER CONTROLS INTERNATIONAL,13782552,,PACKING,,,
"feminists",EA,0,"stabilized","landsliding",BW,FISHER CONTROLS INTERNATIONAL,32015322,,PACKING,,,
"hurling",EA,0,"stilts","reenactment",GD,FISHER CONTROLS INTERNATIONAL,79897018,,PACKING,,,
"judged",EA,0,"elocutionist's","paralleled",GM,FISHER CONTROLS INTERNATIONAL,37139240,,PACKING,,,
"pause's",EA,0,"gnashes","culinary",it,FISHER CONTROLS INTERNATIONAL,17503855,,PACKING,,,
"deprecation's",EA,0,"motion's","Haywood's",PK,FISHER CONTROLS INTERNATIONAL,16005619,,PACKING,,,
"ablatives",EA,0,"loadable","atrophied",PL,FISHER CONTROLS INTERNATIONAL,1902354,,PACKING,,,
"interject",EA,0,"jaywalk","semitone",VA,FISHER CONTROLS INTERNATIONAL,50452862,,PACKING,,,
"abandonment",EA,0,"Laotians","sentence",UZ,FISHER CONTROLS INTERNATIONAL,730596,,PACKING,,,
"adviser",EA,0,"tinsmith's","jerks",UA,FISHER CONTROLS INTERNATIONAL,98917040,,PACKING,,,
"rodents",EA,0,"ballpoints","liner",YE,FISHER CONTROLS INTERNATIONAL,33891171,,PACKING,,,
"schoolchildren",EA,0,"terabits","jasper's",US,FISHER CONTROLS INTERNATIONAL,85521790,,PACKING,,,
"Bierce",EA,0,"junks","personality's",GB,FISHER CONTROLS INTERNATIONAL,98298709,,PACKING,,,
"schlepped",EA,0,"transcends","gamekeeper",CA,FISHER CONTROLS INTERNATIONAL,54615053,,PACKING,,,
"cultivator",EA,0,"compensate","hootch",MX,FISHER CONTROLS INTERNATIONAL,77887329,,PACKING,,,
"bellboys",EA,0,"adulating","Kigali's",BB,FISHER CONTROLS INTERNATIONAL,92871867,,PACKING,,,
"gigabits",EA,0,"tzarina","promise",BT,FISHER CONTROLS INTERNATIONAL,32568072,,PACKING,,,
"critiqued",EA,0,"numerals","raves",BW,FISHER CONTROLS INTERNATIONAL,19359941,,PACKING,,,
"suffix",EA,0,"capsuling","cheekiness's",GD,FISHER CONTROLS INTERNATIONAL,98233525,,PACKING,,,
"interview's",EA,0,"humbled","Africa",GM,FISHER CONTROLS INTERNATIONAL,37969300,,PACKING,,,
"peasantry's",EA,0,"circulate","underpass",it,FISHER CONTROLS INTERNATIONAL,81752930,,PACKING,,,
"photogenic",EA,0,"crossly","transfixes",PK,FISHER CONTROLS INTERNATIONAL,28137382,,PACKING,,,
"abbesses",EA,0,"adieu","ganglion's",PL,FISHER CONTROLS INTERNATIONAL,76681304,,PACKING,,,
"rickshaw's",EA,0,"struggle's","blurted",VA,FISHER CONTROLS INTERNATIONAL,61849072,,PACKING,,,
"servicewoman",EA,0,"pizzicati","boisterous",UZ,FISHER CONTROLS INTERNATIONAL,16495801,,PACKING,,,
"adulterer's",EA,0,"hiking","realizing",UA,FISHER CONTROLS INTERNATIONAL,52460408,,PACKING,,,
"thraldom's",EA,0,"salting","columbine's",YE,FISHER CONTROLS INTERNATIONAL,58217645,,PACKING,,,
"dahlias",EA,0,"Preminger's","impolitic",US,FISHER CONTROLS INTERNATIONAL,47372250,,PACKING,,,
"Nasser's",EA,0,"rotisseries","Reverend",GB,FISHER CONTROLS INTERNATIONAL,46258125,,PACKING,,,
"fictionalizing",EA,0,"epitome","unities",CA,FISHER CONTROLS INTERNATIONAL,98557539,,PACKING,,,
"smoulder's",EA,0,"teargas's","calisthenics's",MX,FISHER CONTROLS INTERNATIONAL,30371904,,PACKING,,,
"acupuncture",EA,0,"baccalaureates","libretto",BB,FISHER CONTROLS INTERNATIONAL,49002535,,PACKING,,,
"condensations",EA,0,"praiseworthiness's","swiped",BT,FISHER CONTROLS INTERNATIONAL,37760158,,PACKING,,,
"wetly",EA,0,"wrongdoings","leaseholders",BW,FISHER CONTROLS INTERNATIONAL,93712964,,PACKING,,,
"footpaths",EA,0,"holly","footage's",GD,FISHER CONTROLS INTERNATIONAL,35664117,,PACKING,,,
"drill's",EA,0,"coalition's","rout's",GM,FISHER CONTROLS INTERNATIONAL,32145854,,PACKING,,,
"Rushmore",EA,0,"bridle's","inquirers",it,FISHER CONTROLS INTERNATIONAL,52015466,,PACKING,,,
"Pratchett",EA,0,"enshrouds","fomentation's",PK,FISHER CONTROLS INTERNATIONAL,17489234,,PACKING,,,
"lymphatic",EA,0,"hawks","chickened",PL,FISHER CONTROLS INTERNATIONAL,10522114,,PACKING,,,
"receptivity",EA,0,"Uganda's","communication's",VA,FISHER CONTROLS INTERNATIONAL,58795417,,PACKING,,,
"Westerns",EA,0,"attenuate","rubbishy",UZ,FISHER CONTROLS INTERNATIONAL,67616271,,PACKING,,,
"scrunches",EA,0,"epaulettes","difficult",UA,FISHER CONTROLS INTERNATIONAL,46395024,,PACKING,,,
"banshee's",EA,0,"loudmouths","quizzes",YE,FISHER CONTROLS INTERNATIONAL,4586400,,PACKING,,,
"counteraction's",EA,0,"sidestepping","classic",US,FISHER CONTROLS INTERNATIONAL,88628617,,PACKING,,,
"Guadalupe's",EA,0,"scone","gawking",GB,FISHER CONTROLS INTERNATIONAL,34291936,,PACKING,,,
"soothsayer",EA,0,"endorsers","valedictory",CA,FISHER CONTROLS INTERNATIONAL,37076363,,PACKING,,,
"gaiter's",EA,0,"appoints","sicked",MX,FISHER CONTROLS INTERNATIONAL,49826590,,PACKING,,,
"good's",EA,0,"Sukkoth","imbibe",BB,FISHER CONTROLS INTERNATIONAL,79534056,,PACKING,,,
"mutter",EA,0,"cubed","buzzword's",BT,FISHER CONTROLS INTERNATIONAL,21153603,,PACKING,,,
"unites",EA,0,"ghosting","acted",BW,FISHER CONTROLS INTERNATIONAL,188378,,PACKING,,,
"House",EA,0,"frizzles","cauterize",GD,FISHER CONTROLS INTERNATIONAL,90112164,,PACKING,,,
"wreck's",EA,0,"mitten","cosigners",GM,FISHER CONTROLS INTERNATIONAL,36092069,,PACKING,,,
"Chayefsky",EA,0,"Saturday's","Chris",it,FISHER CONTROLS INTERNATIONAL,72535364,,PACKING,,,
"bankrupts",EA,0,"brilliancy's","Swede's",PK,FISHER CONTROLS INTERNATIONAL,29687386,,PACKING,,,
"radios",EA,0,"Rolex's","tarriest",PL,FISHER CONTROLS INTERNATIONAL,27426592,,PACKING,,,
"misfitting",EA,0,"Malians","balladeer",VA,FISHER CONTROLS INTERNATIONAL,87637930,,PACKING,,,
"interments",EA,0,"shatters","Reasoner's",UZ,FISHER CONTROLS INTERNATIONAL,65340969,,PACKING,,,
"strides",EA,0,"feeler","biochemical",UA,FISHER CONTROLS INTERNATIONAL,79373982,,PACKING,,,
"Newark's",EA,0,"Benetton's","Yoknapatawpha's",YE,FISHER CONTROLS INTERNATIONAL,2213459,,PACKING,,,
"exacter",EA,0,"album's","Roseann",US,FISHER CONTROLS INTERNATIONAL,74613758,,PACKING,,,
"eiderdown",EA,0,"bosoms","sideline",GB,FISHER CONTROLS INTERNATIONAL,25011937,,PACKING,,,
"Sun's",EA,0,"multimillionaire's","circuitry",CA,FISHER CONTROLS INTERNATIONAL,88183077,,PACKING,,,
"unlike",EA,0,"disapprove","washcloths",MX,FISHER CONTROLS INTERNATIONAL,71634144,,PACKING,,,
"seed's",EA,0,"tenant","Bolshoi's",BB,FISHER CONTROLS INTERNATIONAL,79935526,,PACKING,,,
"maria's",EA,0,"ragweed's","scribbles",BT,FISHER CONTROLS INTERNATIONAL,22667584,,PACKING,,,
"scrubbier",EA,0,"fuzziness's","savaged",BW,FISHER CONTROLS INTERNATIONAL,80085534,,PACKING,,,
"reactivating",EA,0,"busting","infrastructure's",GD,FISHER CONTROLS INTERNATIONAL,32849825,,PACKING,,,
"dehydrating",EA,0,"cosmopolitan","imperfection's",GM,FISHER CONTROLS INTERNATIONAL,84600721,,PACKING,,,
"demilitarized",EA,0,"unconscionably","Beardmore",it,FISHER CONTROLS INTERNATIONAL,58961926,,PACKING,,,
"trillionth's",EA,0,"economist's","Seoul's",PK,FISHER CONTROLS INTERNATIONAL,24729436,,PACKING,,,
"Carr's",EA,0,"preheats","emigration",PL,FISHER CONTROLS INTERNATIONAL,18679321,,PACKING,,,
"improving",EA,0,"fester's","Pate's",VA,FISHER CONTROLS INTERNATIONAL,28837817,,PACKING,,,
"uphill",EA,0,"kiosks","nodular",UZ,FISHER CONTROLS INTERNATIONAL,76401261,,PACKING,,,
"ashtray's",EA,0,"mainstay","ocelot",UA,FISHER CONTROLS INTERNATIONAL,76361210,,PACKING,,,
