Category,UOM,Minimum Order Qty,Description,Long Description,Country of Origin,Mfg Name,Mfg Part Num,UNSPSC,TYPE,SIZE,MATERIAL,STANDARDS
"Macintosh's",EA,0,"township's","yeses",BW,FISHER CONTROLS INTERNATIONAL,35715683,,PACKING,,,
"romantic's",EA,0,"gently","sited",GD,FISHER CONTROLS INTERNATIONAL,31781792,,PACKING,,,
"Siegfried",EA,0,"concise","hosiery",GM,FISHER CONTROLS INTERNATIONAL,77734834,,PACKING,,,
"cobbling",EA,0,"Beulah","misrepresentation",it,FISHER CONTROLS INTERNATIONAL,60833271,,PACKING,,,
"colloquiums",EA,0,"contemporary's","pumps",PK,FISHER CONTROLS INTERNATIONAL,93560997,,PACKING,,,
"graph",EA,0,"calmness's","Sapporo's",PL,FISHER CONTROLS INTERNATIONAL,3881758,,PACKING,,,
"sanitizing",EA,0,"sanatorium","empire's",VA,FISHER CONTROLS INTERNATIONAL,78141761,,PACKING,,,
"senior",EA,0,"tortures","hedgehog's",UZ,FISHER CONTROLS INTERNATIONAL,95163319,,PACKING,,,
"reformatories",EA,0,"steamrolls","suckle",UA,FISHER CONTROLS INTERNATIONAL,32970460,,PACKING,,,
"asylums",EA,0,"tumblers","festive",YE,FISHER CONTROLS INTERNATIONAL,84928377,,PACKING,,,
"unnoticed",EA,0,"earfuls","Treblinka",US,FISHER CONTROLS INTERNATIONAL,98187721,,PACKING,,,
"Cerberus",EA,0,"prosthesis's","umbilicus's",GB,FISHER CONTROLS INTERNATIONAL,78564160,,PACKING,,,
"overindulging",EA,0,"hypnotizes","dabbles",CA,FISHER CONTROLS INTERNATIONAL,11279717,,PACKING,,,
"tenoned",EA,0,"contrary","hoping",MX,FISHER CONTROLS INTERNATIONAL,71363085,,PACKING,,,
"Eliot",EA,0,"calyx","scab's",BB,FISHER CONTROLS INTERNATIONAL,22749624,,PACKING,,,
"Managua",EA,0,"acquirement's","septet",BT,FISHER CONTROLS INTERNATIONAL,66000164,,PACKING,,,
"contravention",EA,0,"punctuated","shimmering",BW,FISHER CONTROLS INTERNATIONAL,74795887,,PACKING,,,
"transient",EA,0,"liaison","appeal",GD,FISHER CONTROLS INTERNATIONAL,43895071,,PACKING,,,
"intolerant",EA,0,"pithier","supersedes",GM,FISHER CONTROLS INTERNATIONAL,59691201,,PACKING,,,
"towhead's",EA,0,"bought","Heriberto",it,FISHER CONTROLS INTERNATIONAL,18408406,,PACKING,,,
"hairbrush's",EA,0,"fetlock's","route's",PK,FISHER CONTROLS INTERNATIONAL,43609847,,PACKING,,,
"Boone",EA,0,"spectacle","Delano's",PL,FISHER CONTROLS INTERNATIONAL,72258035,,PACKING,,,
"aquaplanes",EA,0,"Graffias's","skateboard's",VA,FISHER CONTROLS INTERNATIONAL,4229390,,PACKING,,,
"pancakes",EA,0,"Mauryan","shallow",UZ,FISHER CONTROLS INTERNATIONAL,1130700,,PACKING,,,
"riffraff's",EA,0,"rework","toasty",UA,FISHER CONTROLS INTERNATIONAL,11099344,,PACKING,,,
"Merthiolate",EA,0,"suicide","hyena's",YE,FISHER CONTROLS INTERNATIONAL,12951884,,PACKING,,,
"rambunctious",EA,0,"urbanizes","aromatherapy's",US,FISHER CONTROLS INTERNATIONAL,38768945,,PACKING,,,
"barrow's",EA,0,"referenda","interferon's",GB,FISHER CONTROLS INTERNATIONAL,84101921,,PACKING,,,
"info's",EA,0,"glowering","hamlets",CA,FISHER CONTROLS INTERNATIONAL,25619279,,PACKING,,,
"footholds",EA,0,"Greek","rickshaw's",MX,FISHER CONTROLS INTERNATIONAL,59351369,,PACKING,,,
"middleweight's",EA,0,"warrantying","baiting",BB,FISHER CONTROLS INTERNATIONAL,95907619,,PACKING,,,
"promoter",EA,0,"triceratops","fumigator's",BT,FISHER CONTROLS INTERNATIONAL,46786395,,PACKING,,,
"gentlefolk's",EA,0,"thousand's","discommoding",BW,FISHER CONTROLS INTERNATIONAL,31156263,,PACKING,,,
"Gillette",EA,0,"transverse","muffs",GD,FISHER CONTROLS INTERNATIONAL,67316761,,PACKING,,,
"honking",EA,0,"devilry","clarinetist's",GM,FISHER CONTROLS INTERNATIONAL,45584928,,PACKING,,,
"premises",EA,0,"apples","pitied",it,FISHER CONTROLS INTERNATIONAL,92940430,,PACKING,,,
"substance's",EA,0,"ginger's","Harold's",PK,FISHER CONTROLS INTERNATIONAL,9993830,,PACKING,,,
"splutters",EA,0,"resistors","calked",PL,FISHER CONTROLS INTERNATIONAL,39319088,,PACKING,,,
"waterside",EA,0,"Meghan's","aperitif's",VA,FISHER CONTROLS INTERNATIONAL,75038307,,PACKING,,,
"joyridden",EA,0,"dissect","Tatar's",UZ,FISHER CONTROLS INTERNATIONAL,53538379,,PACKING,,,
"mop's",EA,0,"Genevieve's","biers",UA,FISHER CONTROLS INTERNATIONAL,66446462,,PACKING,,,
"imperishable",EA,0,"macrobiotics's","immolation",YE,FISHER CONTROLS INTERNATIONAL,86269869,,PACKING,,,
"sultans",EA,0,"paged","Consuelo",US,FISHER CONTROLS INTERNATIONAL,1501592,,PACKING,,,
"imposture",EA,0,"unsnap","communicating",GB,FISHER CONTROLS INTERNATIONAL,69089128,,PACKING,,,
"vaporizers",EA,0,"indemnified","Mavis's",CA,FISHER CONTROLS INTERNATIONAL,28291130,,PACKING,,,
"pupils",EA,0,"scrounging","storage",MX,FISHER CONTROLS INTERNATIONAL,36711103,,PACKING,,,
"essential",EA,0,"drab's","muddles",BB,FISHER CONTROLS INTERNATIONAL,83154907,,PACKING,,,
"overbalancing",EA,0,"ninja's","labyrinth's",BT,FISHER CONTROLS INTERNATIONAL,33859044,,PACKING,,,
"Sagittarius's",EA,0,"adjustment","neophyte's",BW,FISHER CONTROLS INTERNATIONAL,97533372,,PACKING,,,
"part's",EA,0,"joiners","appareling",GD,FISHER CONTROLS INTERNATIONAL,48576091,,PACKING,,,
"titanium",EA,0,"perspicuity's","bulldozes",GM,FISHER CONTROLS INTERNATIONAL,90997232,,PACKING,,,
"designer's",EA,0,"we're","apparitions",it,FISHER CONTROLS INTERNATIONAL,88288222,,PACKING,,,
"skillet's",EA,0,"pelted","cartographer",PK,FISHER CONTROLS INTERNATIONAL,19532402,,PACKING,,,
"Claiborne",EA,0,"lizard's","bravery",PL,FISHER CONTROLS INTERNATIONAL,27989011,,PACKING,,,
"retaliatory",EA,0,"Memphis's","protectiveness's",VA,FISHER CONTROLS INTERNATIONAL,41911024,,PACKING,,,
"impart",EA,0,"intoning","abalone's",UZ,FISHER CONTROLS INTERNATIONAL,16533950,,PACKING,,,
"Samara",EA,0,"multifarious","overloaded",UA,FISHER CONTROLS INTERNATIONAL,38280263,,PACKING,,,
"ranch's",EA,0,"syllabication","combustion's",YE,FISHER CONTROLS INTERNATIONAL,33956583,,PACKING,,,
"bunghole",EA,0,"relayed","confinement's",US,FISHER CONTROLS INTERNATIONAL,16632188,,PACKING,,,
"lithosphere",EA,0,"knowable","completion",GB,FISHER CONTROLS INTERNATIONAL,43305580,,PACKING,,,
"Maud's",EA,0,"located","Hayworth",CA,FISHER CONTROLS INTERNATIONAL,83850028,,PACKING,,,
"Newfoundlands",EA,0,"egress's","rhythmically",MX,FISHER CONTROLS INTERNATIONAL,66557071,,PACKING,,,
"biplane's",EA,0,"rings","expurgated",BB,FISHER CONTROLS INTERNATIONAL,42601333,,PACKING,,,
"pause's",EA,0,"separatist","impressing",BT,FISHER CONTROLS INTERNATIONAL,97988113,,PACKING,,,
"misguiding",EA,0,"Menes","Clapton",BW,FISHER CONTROLS INTERNATIONAL,77826404,,PACKING,,,
"glaring",EA,0,"clattering","courtesy",GD,FISHER CONTROLS INTERNATIONAL,1401024,,PACKING,,,
"comported",EA,0,"separatists","mopeds",GM,FISHER CONTROLS INTERNATIONAL,84288569,,PACKING,,,
"cryptographer's",EA,0,"myriads","annihilating",it,FISHER CONTROLS INTERNATIONAL,89819674,,PACKING,,,
"Sivan",EA,0,"sealers","Barents",PK,FISHER CONTROLS INTERNATIONAL,15100212,,PACKING,,,
"firewater's",EA,0,"White's","misted",PL,FISHER CONTROLS INTERNATIONAL,54587807,,PACKING,,,
"mailing",EA,0,"orchestrates","catered",VA,FISHER CONTROLS INTERNATIONAL,77651875,,PACKING,,,
"castor",EA,0,"feller","trustee's",UZ,FISHER CONTROLS INTERNATIONAL,1235301,,PACKING,,,
"rhapsodic",EA,0,"Mountie's","Carnegie",UA,FISHER CONTROLS INTERNATIONAL,71000070,,PACKING,,,
"newbie",EA,0,"Milquetoast's","stubbornly",YE,FISHER CONTROLS INTERNATIONAL,82787950,,PACKING,,,
"hairiness",EA,0,"anthologist's","disingenuous",US,FISHER CONTROLS INTERNATIONAL,72568397,,PACKING,,,
"d'Estaing",EA,0,"Wikipedia","suspect's",GB,FISHER CONTROLS INTERNATIONAL,88373121,,PACKING,,,
"Kristy's",EA,0,"stupors","socialist",CA,FISHER CONTROLS INTERNATIONAL,15666439,,PACKING,,,
"deacon",EA,0,"Breton's","sampan's",MX,FISHER CONTROLS INTERNATIONAL,42931865,,PACKING,,,
"Uganda's",EA,0,"pooled","demagogic",BB,FISHER CONTROLS INTERNATIONAL,10591607,,PACKING,,,
"paginated",EA,0,"Windhoek","Pavlov",BT,FISHER CONTROLS INTERNATIONAL,79428480,,PACKING,,,
"dogies",EA,0,"kilohertz's","parsons",BW,FISHER CONTROLS INTERNATIONAL,81224161,,PACKING,,,
"tenseness's",EA,0,"outgrowth","miscalculate",GD,FISHER CONTROLS INTERNATIONAL,38581380,,PACKING,,,
"sod's",EA,0,"surety","siting",GM,FISHER CONTROLS INTERNATIONAL,95020212,,PACKING,,,
"Fahrenheit",EA,0,"foxtrotting","unloads",it,FISHER CONTROLS INTERNATIONAL,79619076,,PACKING,,,
"sapience's",EA,0,"rogered","retrofitting",PK,FISHER CONTROLS INTERNATIONAL,99120849,,PACKING,,,
"Amalia",EA,0,"lemma","Hanson's",PL,FISHER CONTROLS INTERNATIONAL,56515122,,PACKING,,,
"bookmakers",EA,0,"switchblades","stonework",VA,FISHER CONTROLS INTERNATIONAL,87364666,,PACKING,,,
"cancels",EA,0,"assertiveness's","fumed",UZ,FISHER CONTROLS INTERNATIONAL,42884101,,PACKING,,,
"Delano",EA,0,"exterminator's","juxtaposition",UA,FISHER CONTROLS INTERNATIONAL,96474132,,PACKING,,,
"sailor",EA,0,"hotness","Luella's",YE,FISHER CONTROLS INTERNATIONAL,71297684,,PACKING,,,
"incensed",EA,0,"levelness's","Scotsman's",US,FISHER CONTROLS INTERNATIONAL,46774352,,PACKING,,,
"château",EA,0,"canted","Loretta's",GB,FISHER CONTROLS INTERNATIONAL,17289812,,PACKING,,,
"broader",EA,0,"timber","contemplating",CA,FISHER CONTROLS INTERNATIONAL,41977047,,PACKING,,,
"liquefying",EA,0,"cigarettes","gladiator's",MX,FISHER CONTROLS INTERNATIONAL,49364252,,PACKING,,,
"scouts",EA,0,"insolvent","funneled",BB,FISHER CONTROLS INTERNATIONAL,76315537,,PACKING,,,
"imploring",EA,0,"cluttering","stratagems",BT,FISHER CONTROLS INTERNATIONAL,45972432,,PACKING,,,
"Christoper",EA,0,"appreciation's","Mitsubishi",BW,FISHER CONTROLS INTERNATIONAL,58476829,,PACKING,,,
"dumbness",EA,0,"goddaughter's","marsupial",GD,FISHER CONTROLS INTERNATIONAL,81987467,,PACKING,,,
"quahogs",EA,0,"phonological","reworked",GM,FISHER CONTROLS INTERNATIONAL,38202241,,PACKING,,,
"realize",EA,0,"quarrel's","freshness's",it,FISHER CONTROLS INTERNATIONAL,36148850,,PACKING,,,
"paroling",EA,0,"overspreading","Schoenberg's",PK,FISHER CONTROLS INTERNATIONAL,54459271,,PACKING,,,
"estrangement",EA,0,"Jamaica","interfering",PL,FISHER CONTROLS INTERNATIONAL,90765278,,PACKING,,,
"changeover's",EA,0,"manured","accommodation",VA,FISHER CONTROLS INTERNATIONAL,86776899,,PACKING,,,
"baseball's",EA,0,"escort","coloration",UZ,FISHER CONTROLS INTERNATIONAL,43410674,,PACKING,,,
"soaps",EA,0,"Sunbelt","Jenifer's",UA,FISHER CONTROLS INTERNATIONAL,68092753,,PACKING,,,
"halting",EA,0,"infuse","oaths",YE,FISHER CONTROLS INTERNATIONAL,85152974,,PACKING,,,
"preoccupations",EA,0,"neatness's","Mister",US,FISHER CONTROLS INTERNATIONAL,57375217,,PACKING,,,
"oscillation",EA,0,"interrelates","emirs",GB,FISHER CONTROLS INTERNATIONAL,50645001,,PACKING,,,
"privet",EA,0,"armorers","lately",CA,FISHER CONTROLS INTERNATIONAL,2029257,,PACKING,,,
"Creighton",EA,0,"stately","pendent",MX,FISHER CONTROLS INTERNATIONAL,72047909,,PACKING,,,
"gravel",EA,0,"asphyxiate","patterning",BB,FISHER CONTROLS INTERNATIONAL,56912647,,PACKING,,,
"dissuasion's",EA,0,"MIT's","uncompromising",BT,FISHER CONTROLS INTERNATIONAL,14265152,,PACKING,,,
"villages",EA,0,"swipes","winched",BW,FISHER CONTROLS INTERNATIONAL,55703133,,PACKING,,,
"decisive",EA,0,"umbel","thumbtack's",GD,FISHER CONTROLS INTERNATIONAL,68322358,,PACKING,,,
"Witwatersrand",EA,0,"basses","minion's",GM,FISHER CONTROLS INTERNATIONAL,70383568,,PACKING,,,
"automobile",EA,0,"riveting","theatre",it,FISHER CONTROLS INTERNATIONAL,64068753,,PACKING,,,
"characterizing",EA,0,"lighten","slat's",PK,FISHER CONTROLS INTERNATIONAL,24353540,,PACKING,,,
"pansy's",EA,0,"Grundy","preexisting",PL,FISHER CONTROLS INTERNATIONAL,2101733,,PACKING,,,
"McKee's",EA,0,"tatted","blasphemous",VA,FISHER CONTROLS INTERNATIONAL,20316188,,PACKING,,,
"svelter",EA,0,"Dover's","honorable",UZ,FISHER CONTROLS INTERNATIONAL,56363366,,PACKING,,,
"railleries",EA,0,"Deidre's","pussycat's",UA,FISHER CONTROLS INTERNATIONAL,34427149,,PACKING,,,
"irretrievable",EA,0,"honeysuckle's","stylish",YE,FISHER CONTROLS INTERNATIONAL,93927882,,PACKING,,,
"verdant",EA,0,"foreman's","impala's",US,FISHER CONTROLS INTERNATIONAL,63986587,,PACKING,,,
"elocution's",EA,0,"anteroom","pavilions",GB,FISHER CONTROLS INTERNATIONAL,17718440,,PACKING,,,
"Colbert",EA,0,"railing's","sleepless",CA,FISHER CONTROLS INTERNATIONAL,66460322,,PACKING,,,
"grasshopper's",EA,0,"thundering","swagging",MX,FISHER CONTROLS INTERNATIONAL,28968637,,PACKING,,,
"microsecond's",EA,0,"VCR's","balky",BB,FISHER CONTROLS INTERNATIONAL,57836805,,PACKING,,,
"triplicate",EA,0,"honked","obesity's",BT,FISHER CONTROLS INTERNATIONAL,73836256,,PACKING,,,
"Dominick's",EA,0,"sores","yaws's",BW,FISHER CONTROLS INTERNATIONAL,86123527,,PACKING,,,
"foodstuffs",EA,0,"malleability","strumpets",GD,FISHER CONTROLS INTERNATIONAL,93185941,,PACKING,,,
"needy",EA,0,"acmes","Greenland's",GM,FISHER CONTROLS INTERNATIONAL,58599642,,PACKING,,,
"feigned",EA,0,"proximity's","Crecy's",it,FISHER CONTROLS INTERNATIONAL,24915673,,PACKING,,,
"mercifully",EA,0,"collier's","crevasse's",PK,FISHER CONTROLS INTERNATIONAL,58026491,,PACKING,,,
"paperboy",EA,0,"shlep","forerunner's",PL,FISHER CONTROLS INTERNATIONAL,84719084,,PACKING,,,
"blotting",EA,0,"impersonator's","connected",VA,FISHER CONTROLS INTERNATIONAL,16204508,,PACKING,,,
"instrument",EA,0,"stains","debauching",UZ,FISHER CONTROLS INTERNATIONAL,16155542,,PACKING,,,
"probation's",EA,0,"Hamitic's","growl's",UA,FISHER CONTROLS INTERNATIONAL,65384621,,PACKING,,,
"fragrance's",EA,0,"envy's","redcap's",YE,FISHER CONTROLS INTERNATIONAL,94352568,,PACKING,,,
"slummed",EA,0,"submissions","sculpture's",US,FISHER CONTROLS INTERNATIONAL,71284389,,PACKING,,,
"drolleries",EA,0,"potties","Corsican",GB,FISHER CONTROLS INTERNATIONAL,15666546,,PACKING,,,
"decedents",EA,0,"everglade","denotation's",CA,FISHER CONTROLS INTERNATIONAL,51051707,,PACKING,,,
"breakable",EA,0,"insensitivity","poltergeists",MX,FISHER CONTROLS INTERNATIONAL,1308185,,PACKING,,,
"laxer",EA,0,"Noriega","foe's",BB,FISHER CONTROLS INTERNATIONAL,28246485,,PACKING,,,
"sponsorship",EA,0,"humanness","orangutan",BT,FISHER CONTROLS INTERNATIONAL,78300532,,PACKING,,,
"Concetta's",EA,0,"set's","numbering",BW,FISHER CONTROLS INTERNATIONAL,45110036,,PACKING,,,
"narcissist",EA,0,"jounce","recital",GD,FISHER CONTROLS INTERNATIONAL,61028848,,PACKING,,,
"cottage's",EA,0,"inconsistently","reapportioned",GM,FISHER CONTROLS INTERNATIONAL,88193430,,PACKING,,,
"abbreviations",EA,0,"period's","slices",it,FISHER CONTROLS INTERNATIONAL,64347148,,PACKING,,,
"instructed",EA,0,"cheapest","allegations",PK,FISHER CONTROLS INTERNATIONAL,53617958,,PACKING,,,
"periscope",EA,0,"freethinking's","tidbit",PL,FISHER CONTROLS INTERNATIONAL,86220750,,PACKING,,,
"Andrew's",EA,0,"wonders","isles",VA,FISHER CONTROLS INTERNATIONAL,835877,,PACKING,,,
"sitars",EA,0,"utterances","miscreants",UZ,FISHER CONTROLS INTERNATIONAL,38583342,,PACKING,,,
"impromptus",EA,0,"restfuller","chubbier",UA,FISHER CONTROLS INTERNATIONAL,68750717,,PACKING,,,
"problems",EA,0,"capaciousness's","oxidation",YE,FISHER CONTROLS INTERNATIONAL,90116471,,PACKING,,,
"septets",EA,0,"mudslinging","petite",US,FISHER CONTROLS INTERNATIONAL,13830863,,PACKING,,,
"preparedness",EA,0,"ultrasound","fooled",GB,FISHER CONTROLS INTERNATIONAL,84998959,,PACKING,,,
"bombshell's",EA,0,"fullness's","unmarked",CA,FISHER CONTROLS INTERNATIONAL,77999329,,PACKING,,,
"paraphrasing",EA,0,"formalization's","Wimbledon's",MX,FISHER CONTROLS INTERNATIONAL,78452822,,PACKING,,,
"uptakes",EA,0,"laths","biologically",BB,FISHER CONTROLS INTERNATIONAL,46186292,,PACKING,,,
"Jerusalem's",EA,0,"Delmarva's","groundbreakings",BT,FISHER CONTROLS INTERNATIONAL,93180981,,PACKING,,,
"Plexiglas",EA,0,"glancing","terminable",BW,FISHER CONTROLS INTERNATIONAL,18943371,,PACKING,,,
"grants",EA,0,"bottom's","impersonates",GD,FISHER CONTROLS INTERNATIONAL,33574419,,PACKING,,,
"Fredrick's",EA,0,"crotchet","Pharaoh's",GM,FISHER CONTROLS INTERNATIONAL,525325,,PACKING,,,
"maintainers",EA,0,"furtively","flightless",it,FISHER CONTROLS INTERNATIONAL,56651731,,PACKING,,,
"dustbins",EA,0,"mum's","fliers",PK,FISHER CONTROLS INTERNATIONAL,55078176,,PACKING,,,
"friskiness",EA,0,"murk's","disobey",PL,FISHER CONTROLS INTERNATIONAL,27740450,,PACKING,,,
"plasterer",EA,0,"pudding","cherish",VA,FISHER CONTROLS INTERNATIONAL,19703122,,PACKING,,,
"revise's",EA,0,"ghostwriter","vines",UZ,FISHER CONTROLS INTERNATIONAL,44567299,,PACKING,,,
"copse",EA,0,"modem","unbelief",UA,FISHER CONTROLS INTERNATIONAL,60008959,,PACKING,,,
"surcharge's",EA,0,"reassessments","Hessian",YE,FISHER CONTROLS INTERNATIONAL,63303571,,PACKING,,,
"false",EA,0,"Melendez","liven",US,FISHER CONTROLS INTERNATIONAL,25672295,,PACKING,,,
"epoch",EA,0,"Tristan's","weightlessness's",GB,FISHER CONTROLS INTERNATIONAL,84548493,,PACKING,,,
"impurity",EA,0,"Pangaea's","ikons",CA,FISHER CONTROLS INTERNATIONAL,53840285,,PACKING,,,
"remote",EA,0,"shift's","Tartuffe",MX,FISHER CONTROLS INTERNATIONAL,52934753,,PACKING,,,
"playhouses",EA,0,"magnum's","revolutions",BB,FISHER CONTROLS INTERNATIONAL,93325365,,PACKING,,,
"kilocycle's",EA,0,"mastodon","undelivered",BT,FISHER CONTROLS INTERNATIONAL,14807312,,PACKING,,,
"pollution's",EA,0,"brimstone's","vibraphone",BW,FISHER CONTROLS INTERNATIONAL,62667937,,PACKING,,,
"Steinway's",EA,0,"specifiable","orangeades",GD,FISHER CONTROLS INTERNATIONAL,94286793,,PACKING,,,
"unsophisticated",EA,0,"breakthrough's","blender",GM,FISHER CONTROLS INTERNATIONAL,76587586,,PACKING,,,
"riddance's",EA,0,"unrealistically","twinge",it,FISHER CONTROLS INTERNATIONAL,12229327,,PACKING,,,
"Fibonacci",EA,0,"farce's","affirmed",PK,FISHER CONTROLS INTERNATIONAL,84662996,,PACKING,,,
"underachieving",EA,0,"Guofeng","Pechora",PL,FISHER CONTROLS INTERNATIONAL,39035604,,PACKING,,,
"Tarazed",EA,0,"chalked","Syrian's",VA,FISHER CONTROLS INTERNATIONAL,37139337,,PACKING,,,
"obscene",EA,0,"Greensboro","shirttails",UZ,FISHER CONTROLS INTERNATIONAL,84070976,,PACKING,,,
"bantam",EA,0,"tannin's","Salween",UA,FISHER CONTROLS INTERNATIONAL,73328795,,PACKING,,,
"hummock",EA,0,"catechized","yardages",YE,FISHER CONTROLS INTERNATIONAL,17537852,,PACKING,,,
"macintosh",EA,0,"cassocks","disappeared",US,FISHER CONTROLS INTERNATIONAL,23224080,,PACKING,,,
"vanishes",EA,0,"chignon","emptiness's",GB,FISHER CONTROLS INTERNATIONAL,74137637,,PACKING,,,
"chromatic",EA,0,"subconsciously","babushka",CA,FISHER CONTROLS INTERNATIONAL,58176705,,PACKING,,,
"immaturely",EA,0,"roweled","expediencies",MX,FISHER CONTROLS INTERNATIONAL,26634538,,PACKING,,,
"polity",EA,0,"disinterest's","Lubavitcher",BB,FISHER CONTROLS INTERNATIONAL,4018296,,PACKING,,,
"Proserpine's",EA,0,"crankier","ten's",BT,FISHER CONTROLS INTERNATIONAL,99742986,,PACKING,,,
"unsurpassed",EA,0,"acclimatizing","bugles",BW,FISHER CONTROLS INTERNATIONAL,47435381,,PACKING,,,
"questioning",EA,0,"Kingston's","disposable",GD,FISHER CONTROLS INTERNATIONAL,71463278,,PACKING,,,
"inaccessibility's",EA,0,"holidays","dawdling",GM,FISHER CONTROLS INTERNATIONAL,7538955,,PACKING,,,
"ungovernable",EA,0,"delighting","fifties",it,FISHER CONTROLS INTERNATIONAL,18744620,,PACKING,,,
"clown's",EA,0,"intoxicated","Zapotec",PK,FISHER CONTROLS INTERNATIONAL,17671528,,PACKING,,,
"pestle",EA,0,"package's","dryers",PL,FISHER CONTROLS INTERNATIONAL,32380788,,PACKING,,,
"pixies",EA,0,"bearded","ulcer's",VA,FISHER CONTROLS INTERNATIONAL,12139664,,PACKING,,,
"himself",EA,0,"inhibit","lace's",UZ,FISHER CONTROLS INTERNATIONAL,62149717,,PACKING,,,
"uppercase",EA,0,"stamp's","Jidda",UA,FISHER CONTROLS INTERNATIONAL,26612388,,PACKING,,,
"subsided",EA,0,"Alkaid's","obstetrician's",YE,FISHER CONTROLS INTERNATIONAL,97917098,,PACKING,,,
