Category,UOM,Minimum Order Qty,Description,Long Description,Country of Origin,Mfg Name,Mfg Part Num,UNSPSC,TYPE,SIZE,MATERIAL,STANDARDS
"blandishment",EA,0,"exalt","chafe",UA,FISHER CONTROLS INTERNATIONAL,90243754,,PACKING,,,
"persecution",EA,0,"pugilist","edelweiss",YE,FISHER CONTROLS INTERNATIONAL,45126617,,PACKING,,,
"master",EA,0,"Chernobyl's","missal",US,FISHER CONTROLS INTERNATIONAL,38944908,,PACKING,,,
"KFC's",EA,0,"Vegemite's","Minotaur's",GB,FISHER CONTROLS INTERNATIONAL,59893254,,PACKING,,,
"holography's",EA,0,"suppurated","binocular",CA,FISHER CONTROLS INTERNATIONAL,53399911,,PACKING,,,
"libations",EA,0,"progress","pearls",MX,FISHER CONTROLS INTERNATIONAL,31585223,,PACKING,,,
"lovemaking's",EA,0,"antithetically","stopcock's",BB,FISHER CONTROLS INTERNATIONAL,34270165,,PACKING,,,
"weapon",EA,0,"asocial","united",BT,FISHER CONTROLS INTERNATIONAL,49665326,,PACKING,,,
"forester",EA,0,"yodeller","slanderer",BW,FISHER CONTROLS INTERNATIONAL,5085642,,PACKING,,,
"radicalism",EA,0,"underachieves","trice's",GD,FISHER CONTROLS INTERNATIONAL,28778341,,PACKING,,,
"borderline",EA,0,"rococo's","drop's",GM,FISHER CONTROLS INTERNATIONAL,55514035,,PACKING,,,
"preach",EA,0,"peseta","eyewitness's",it,FISHER CONTROLS INTERNATIONAL,69738250,,PACKING,,,
"receive",EA,0,"gadget","exploration's",PK,FISHER CONTROLS INTERNATIONAL,50213170,,PACKING,,,
"Melanie",EA,0,"exclamation's","sprayed",PL,FISHER CONTROLS INTERNATIONAL,7901343,,PACKING,,,
"discerned",EA,0,"disparagement","hydrangea's",VA,FISHER CONTROLS INTERNATIONAL,95369637,,PACKING,,,
"Holocaust",EA,0,"flutter's","window's",UZ,FISHER CONTROLS INTERNATIONAL,1468898,,PACKING,,,
"fascist's",EA,0,"clement","cochlea's",UA,FISHER CONTROLS INTERNATIONAL,32496601,,PACKING,,,
"paralyzed",EA,0,"fan's","expenditures",YE,FISHER CONTROLS INTERNATIONAL,49278269,,PACKING,,,
"Eskimo's",EA,0,"spoored","additive's",US,FISHER CONTROLS INTERNATIONAL,71068424,,PACKING,,,
"economies",EA,0,"complementing","jamboree",GB,FISHER CONTROLS INTERNATIONAL,69725422,,PACKING,,,
"globes",EA,0,"retrospecting","wildebeest",CA,FISHER CONTROLS INTERNATIONAL,73359051,,PACKING,,,
"Hollerith",EA,0,"schlemiels","eighteens",MX,FISHER CONTROLS INTERNATIONAL,98890672,,PACKING,,,
"breakpoints",EA,0,"tarantula's","fleshier",BB,FISHER CONTROLS INTERNATIONAL,7766588,,PACKING,,,
"soaking's",EA,0,"cornerstone","nineteenth's",BT,FISHER CONTROLS INTERNATIONAL,45191253,,PACKING,,,
"deducing",EA,0,"compared","lousiest",BW,FISHER CONTROLS INTERNATIONAL,66033685,,PACKING,,,
"fooling",EA,0,"lamp's","widower's",GD,FISHER CONTROLS INTERNATIONAL,66149189,,PACKING,,,
"topknot's",EA,0,"cooing","ideologist's",GM,FISHER CONTROLS INTERNATIONAL,98088536,,PACKING,,,
"verb's",EA,0,"maximum","cartilages",it,FISHER CONTROLS INTERNATIONAL,55409280,,PACKING,,,
"housewares's",EA,0,"encyclical's","macaroon",PK,FISHER CONTROLS INTERNATIONAL,87633160,,PACKING,,,
"jutting",EA,0,"stuttered","reexamines",PL,FISHER CONTROLS INTERNATIONAL,86125735,,PACKING,,,
"threw",EA,0,"hogged","recessional's",VA,FISHER CONTROLS INTERNATIONAL,81846773,,PACKING,,,
"sorest",EA,0,"lacunas","tire's",UZ,FISHER CONTROLS INTERNATIONAL,30250120,,PACKING,,,
"alphabets",EA,0,"varmint","grandchildren",UA,FISHER CONTROLS INTERNATIONAL,90732494,,PACKING,,,
"beams",EA,0,"throatiness's","prefabs",YE,FISHER CONTROLS INTERNATIONAL,43849655,,PACKING,,,
"ungodly",EA,0,"nihilism's","antiquarians",US,FISHER CONTROLS INTERNATIONAL,13401529,,PACKING,,,
"castanets",EA,0,"gratification's","irrigation",GB,FISHER CONTROLS INTERNATIONAL,44718670,,PACKING,,,
"torpid",EA,0,"contaminated","cosmologist",CA,FISHER CONTROLS INTERNATIONAL,14230350,,PACKING,,,
"brochure's",EA,0,"bake's","elopement",MX,FISHER CONTROLS INTERNATIONAL,77023094,,PACKING,,,
"proms",EA,0,"demerits","indifferent",BB,FISHER CONTROLS INTERNATIONAL,40386035,,PACKING,,,
"outpourings",EA,0,"Shavuot","battalions",BT,FISHER CONTROLS INTERNATIONAL,95846244,,PACKING,,,
"Armageddons",EA,0,"crests","fitly",BW,FISHER CONTROLS INTERNATIONAL,93052094,,PACKING,,,
"Rilke",EA,0,"jellyfish","Mussolini's",GD,FISHER CONTROLS INTERNATIONAL,38679982,,PACKING,,,
"fracas",EA,0,"listing's","collisions",GM,FISHER CONTROLS INTERNATIONAL,80139723,,PACKING,,,
"ingesting",EA,0,"nippy","scrawls",it,FISHER CONTROLS INTERNATIONAL,26183476,,PACKING,,,
"hostility",EA,0,"chamber","floury",PK,FISHER CONTROLS INTERNATIONAL,18826128,,PACKING,,,
"workplace's",EA,0,"popping","authentic",PL,FISHER CONTROLS INTERNATIONAL,22762685,,PACKING,,,
"fruitfully",EA,0,"childbearing","dabbling",VA,FISHER CONTROLS INTERNATIONAL,74259361,,PACKING,,,
"presumption's",EA,0,"tweak's","Phaethon's",UZ,FISHER CONTROLS INTERNATIONAL,69756421,,PACKING,,,
"Latisha",EA,0,"fumbler","referenda",UA,FISHER CONTROLS INTERNATIONAL,94256765,,PACKING,,,
"excellent",EA,0,"Pygmies","porthole's",YE,FISHER CONTROLS INTERNATIONAL,75996339,,PACKING,,,
"holiness's",EA,0,"samplers","sevens",US,FISHER CONTROLS INTERNATIONAL,28857503,,PACKING,,,
"Ptolemy's",EA,0,"fugue","supplicates",GB,FISHER CONTROLS INTERNATIONAL,78231903,,PACKING,,,
"possibilities",EA,0,"gorse","tortoiseshell",CA,FISHER CONTROLS INTERNATIONAL,56848873,,PACKING,,,
"enviably",EA,0,"Americans","overawed",MX,FISHER CONTROLS INTERNATIONAL,39291439,,PACKING,,,
"exorcised",EA,0,"encyclopaedia","technicality",BB,FISHER CONTROLS INTERNATIONAL,11631174,,PACKING,,,
"Turpin",EA,0,"stereoscope","unfastened",BT,FISHER CONTROLS INTERNATIONAL,86727704,,PACKING,,,
"inkblot's",EA,0,"intones","phrases",BW,FISHER CONTROLS INTERNATIONAL,11290370,,PACKING,,,
"spheroidal",EA,0,"peacock","bleat",GD,FISHER CONTROLS INTERNATIONAL,64501116,,PACKING,,,
"Negroids",EA,0,"ghostwriter","hinting",GM,FISHER CONTROLS INTERNATIONAL,6476672,,PACKING,,,
"caesura's",EA,0,"squarest","resuscitated",it,FISHER CONTROLS INTERNATIONAL,96780626,,PACKING,,,
"Emile",EA,0,"roommate","contagion's",PK,FISHER CONTROLS INTERNATIONAL,81609951,,PACKING,,,
"Stolichnaya's",EA,0,"rent's","exaggerations",PL,FISHER CONTROLS INTERNATIONAL,28814133,,PACKING,,,
"gulley's",EA,0,"Glasgow's","protestations",VA,FISHER CONTROLS INTERNATIONAL,3486354,,PACKING,,,
"symbolization",EA,0,"jauntiest","deportment's",UZ,FISHER CONTROLS INTERNATIONAL,5345436,,PACKING,,,
"inkling",EA,0,"jading","Knowles",UA,FISHER CONTROLS INTERNATIONAL,65703041,,PACKING,,,
"fantasies",EA,0,"Keenan","Aztlan",YE,FISHER CONTROLS INTERNATIONAL,43303549,,PACKING,,,
"anticipation",EA,0,"disemboweled","tongue's",US,FISHER CONTROLS INTERNATIONAL,84640473,,PACKING,,,
"harlequin",EA,0,"transponder's","tablespoonsful",GB,FISHER CONTROLS INTERNATIONAL,55547117,,PACKING,,,
"conservationist",EA,0,"Mildred's","Mason",CA,FISHER CONTROLS INTERNATIONAL,76525280,,PACKING,,,
"appear",EA,0,"owl's","stroked",MX,FISHER CONTROLS INTERNATIONAL,5912708,,PACKING,,,
"Maritza",EA,0,"satellited","oligarchic",BB,FISHER CONTROLS INTERNATIONAL,12834148,,PACKING,,,
"pluralized",EA,0,"polluting","potpie",BT,FISHER CONTROLS INTERNATIONAL,59767328,,PACKING,,,
"lustiest",EA,0,"freeload","aquifers",BW,FISHER CONTROLS INTERNATIONAL,80818764,,PACKING,,,
"bygones",EA,0,"Hafiz","Vienna",GD,FISHER CONTROLS INTERNATIONAL,46995349,,PACKING,,,
"detoxifying",EA,0,"pyre's","dreadlocks's",GM,FISHER CONTROLS INTERNATIONAL,30091638,,PACKING,,,
"wrestled",EA,0,"begat","Ukraine",it,FISHER CONTROLS INTERNATIONAL,76345526,,PACKING,,,
"subsists",EA,0,"interspersing","sheikhdom's",PK,FISHER CONTROLS INTERNATIONAL,81353247,,PACKING,,,
"Montenegrin",EA,0,"shale's","worms",PL,FISHER CONTROLS INTERNATIONAL,29798572,,PACKING,,,
"antagonizing",EA,0,"immigrants","ficklest",VA,FISHER CONTROLS INTERNATIONAL,57514774,,PACKING,,,
"idea's",EA,0,"rotisserie","caper's",UZ,FISHER CONTROLS INTERNATIONAL,55860331,,PACKING,,,
"kidney's",EA,0,"Greensleeves's","rucksack's",UA,FISHER CONTROLS INTERNATIONAL,30086385,,PACKING,,,
"emulsion",EA,0,"Barber","mansard's",YE,FISHER CONTROLS INTERNATIONAL,4161862,,PACKING,,,
"gallon",EA,0,"philosopher's","redeployed",US,FISHER CONTROLS INTERNATIONAL,78849963,,PACKING,,,
"cloyed",EA,0,"mantras","knowledge's",GB,FISHER CONTROLS INTERNATIONAL,5084471,,PACKING,,,
"Octavio",EA,0,"divorcée","couplet's",CA,FISHER CONTROLS INTERNATIONAL,44190325,,PACKING,,,
"vicarage's",EA,0,"manumitting","Hispanic",MX,FISHER CONTROLS INTERNATIONAL,32190685,,PACKING,,,
"condos",EA,0,"koala","overlooking",BB,FISHER CONTROLS INTERNATIONAL,97261188,,PACKING,,,
"twine's",EA,0,"locomotive's","liberalization's",BT,FISHER CONTROLS INTERNATIONAL,10046575,,PACKING,,,
"unwise",EA,0,"histamine's","reader",BW,FISHER CONTROLS INTERNATIONAL,25435443,,PACKING,,,
"inundation's",EA,0,"monarchy","perpetual",GD,FISHER CONTROLS INTERNATIONAL,55550082,,PACKING,,,
"Boulez's",EA,0,"marathoner's","exoneration's",GM,FISHER CONTROLS INTERNATIONAL,23250089,,PACKING,,,
"commemorations",EA,0,"France's","unravels",it,FISHER CONTROLS INTERNATIONAL,73267180,,PACKING,,,
"votary's",EA,0,"lambed","caries",PK,FISHER CONTROLS INTERNATIONAL,45907117,,PACKING,,,
"assail",EA,0,"anesthesiologists","barracks",PL,FISHER CONTROLS INTERNATIONAL,8925504,,PACKING,,,
"footbridge",EA,0,"crookedness","lien's",VA,FISHER CONTROLS INTERNATIONAL,74516133,,PACKING,,,
"roasted",EA,0,"euphemisms","swatter's",UZ,FISHER CONTROLS INTERNATIONAL,33559168,,PACKING,,,
"spitfire's",EA,0,"condo's","Webster's",UA,FISHER CONTROLS INTERNATIONAL,63462140,,PACKING,,,
"upper",EA,0,"lemma","peonage",YE,FISHER CONTROLS INTERNATIONAL,89540605,,PACKING,,,
"gimmicks",EA,0,"tubed","broadcloth",US,FISHER CONTROLS INTERNATIONAL,16310312,,PACKING,,,
"sarcoma's",EA,0,"bends","declaim",GB,FISHER CONTROLS INTERNATIONAL,74501402,,PACKING,,,
"goldbricking",EA,0,"stoking","abbreviation's",CA,FISHER CONTROLS INTERNATIONAL,11773985,,PACKING,,,
"Maserati's",EA,0,"headway's","relenting",MX,FISHER CONTROLS INTERNATIONAL,12643152,,PACKING,,,
"tinniest",EA,0,"grimier","snaps",BB,FISHER CONTROLS INTERNATIONAL,15477248,,PACKING,,,
"query",EA,0,"diarrhoea","cloth's",BT,FISHER CONTROLS INTERNATIONAL,84828217,,PACKING,,,
"Twila",EA,0,"bonfires","endemics",BW,FISHER CONTROLS INTERNATIONAL,79399682,,PACKING,,,
"unfriendliness",EA,0,"bouillabaisse","sympathetic",GD,FISHER CONTROLS INTERNATIONAL,44621402,,PACKING,,,
"fervor's",EA,0,"mythical","repercussions",GM,FISHER CONTROLS INTERNATIONAL,21438400,,PACKING,,,
"maharaja",EA,0,"celebrity","Palestrina",it,FISHER CONTROLS INTERNATIONAL,858599,,PACKING,,,
"illustrator's",EA,0,"peeper's","unseemliest",PK,FISHER CONTROLS INTERNATIONAL,46216808,,PACKING,,,
"Paige",EA,0,"oxygenating","Goliath",PL,FISHER CONTROLS INTERNATIONAL,43757447,,PACKING,,,
"loners",EA,0,"racoon's","jambs",VA,FISHER CONTROLS INTERNATIONAL,72940677,,PACKING,,,
"initiated",EA,0,"negativing","Ringo's",UZ,FISHER CONTROLS INTERNATIONAL,48361906,,PACKING,,,
"investments",EA,0,"fuzz's","sideburns's",UA,FISHER CONTROLS INTERNATIONAL,94081116,,PACKING,,,
"aside's",EA,0,"disentangle","shibboleth's",YE,FISHER CONTROLS INTERNATIONAL,21237075,,PACKING,,,
"Milagros",EA,0,"altimeter's","callings",US,FISHER CONTROLS INTERNATIONAL,87140559,,PACKING,,,
"prowling",EA,0,"shawls","warlocks",GB,FISHER CONTROLS INTERNATIONAL,64878889,,PACKING,,,
"bouffants",EA,0,"rematch's","humiliations",CA,FISHER CONTROLS INTERNATIONAL,959826,,PACKING,,,
"prizefights",EA,0,"construe","daffiest",MX,FISHER CONTROLS INTERNATIONAL,87405718,,PACKING,,,
"chemist's",EA,0,"flashier","Macedonian",BB,FISHER CONTROLS INTERNATIONAL,45736261,,PACKING,,,
"borrows",EA,0,"destructs","cassock",BT,FISHER CONTROLS INTERNATIONAL,49757069,,PACKING,,,
"people",EA,0,"nonempty","killdeer's",BW,FISHER CONTROLS INTERNATIONAL,77481699,,PACKING,,,
"Ramadan",EA,0,"Yugoslavian's","snuggles",GD,FISHER CONTROLS INTERNATIONAL,78688019,,PACKING,,,
"cadences",EA,0,"transacts","passé",GM,FISHER CONTROLS INTERNATIONAL,6184841,,PACKING,,,
"planter's",EA,0,"annul","analytical",it,FISHER CONTROLS INTERNATIONAL,79600319,,PACKING,,,
"borderlines",EA,0,"daze's","powdered",PK,FISHER CONTROLS INTERNATIONAL,14253941,,PACKING,,,
"retort's",EA,0,"budgerigars","manège",PL,FISHER CONTROLS INTERNATIONAL,85187613,,PACKING,,,
"presumptuousness's",EA,0,"Houston","datum's",VA,FISHER CONTROLS INTERNATIONAL,40895070,,PACKING,,,
"Finch",EA,0,"threshold","desegregating",UZ,FISHER CONTROLS INTERNATIONAL,83368150,,PACKING,,,
"evicting",EA,0,"Beverly's","reinforcement's",UA,FISHER CONTROLS INTERNATIONAL,93931741,,PACKING,,,
"lynches",EA,0,"brownie's","Kinshasa's",YE,FISHER CONTROLS INTERNATIONAL,66679726,,PACKING,,,
"regressive",EA,0,"conversation's","policewoman's",US,FISHER CONTROLS INTERNATIONAL,26580439,,PACKING,,,
"Thomism",EA,0,"conveniently","McCall",GB,FISHER CONTROLS INTERNATIONAL,81198005,,PACKING,,,
"Myra's",EA,0,"systolic","Irrawaddy",CA,FISHER CONTROLS INTERNATIONAL,39455238,,PACKING,,,
"library's",EA,0,"executioner","defames",MX,FISHER CONTROLS INTERNATIONAL,62240381,,PACKING,,,
"arithmetical",EA,0,"Davidson's","exemplify",BB,FISHER CONTROLS INTERNATIONAL,54162664,,PACKING,,,
"reform's",EA,0,"stymies","feted",BT,FISHER CONTROLS INTERNATIONAL,11683040,,PACKING,,,
"butterfly",EA,0,"beatify","rottenest",BW,FISHER CONTROLS INTERNATIONAL,38719772,,PACKING,,,
"Anabel's",EA,0,"pepperonis","affiliation's",GD,FISHER CONTROLS INTERNATIONAL,55673222,,PACKING,,,
"termed",EA,0,"weasel","mouthing",GM,FISHER CONTROLS INTERNATIONAL,17769483,,PACKING,,,
"Usenet's",EA,0,"underacts","snowflake's",it,FISHER CONTROLS INTERNATIONAL,56650766,,PACKING,,,
"oiliness",EA,0,"composition","sailor's",PK,FISHER CONTROLS INTERNATIONAL,14909912,,PACKING,,,
"admit",EA,0,"radio","gossamer",PL,FISHER CONTROLS INTERNATIONAL,52561392,,PACKING,,,
"myrrh's",EA,0,"acetaminophen's","flax's",VA,FISHER CONTROLS INTERNATIONAL,32069161,,PACKING,,,
"betas",EA,0,"spire","ideologists",UZ,FISHER CONTROLS INTERNATIONAL,93598776,,PACKING,,,
"prevues",EA,0,"subleased","bootblack",UA,FISHER CONTROLS INTERNATIONAL,23559791,,PACKING,,,
"solemner",EA,0,"angioplasties","indirectly",YE,FISHER CONTROLS INTERNATIONAL,85363425,,PACKING,,,
"continuums",EA,0,"haylofts","fiefs",US,FISHER CONTROLS INTERNATIONAL,59588098,,PACKING,,,
"Rommel's",EA,0,"mainstreaming","mischance",GB,FISHER CONTROLS INTERNATIONAL,82309877,,PACKING,,,
"coagulant's",EA,0,"multimillionaires","tonsuring",CA,FISHER CONTROLS INTERNATIONAL,13918169,,PACKING,,,
"runniest",EA,0,"mistletoe","pilgrimages",MX,FISHER CONTROLS INTERNATIONAL,78476955,,PACKING,,,
"embroil",EA,0,"pointers","uncivilized",BB,FISHER CONTROLS INTERNATIONAL,44489807,,PACKING,,,
"Yerevan",EA,0,"scientifically","chronicling",BT,FISHER CONTROLS INTERNATIONAL,12559616,,PACKING,,,
"Andre's",EA,0,"religious's","smarmy",BW,FISHER CONTROLS INTERNATIONAL,19275251,,PACKING,,,
"unmakes",EA,0,"crossbreeds","piteous",GD,FISHER CONTROLS INTERNATIONAL,46412978,,PACKING,,,
"tipsily",EA,0,"flushest","Goudas",GM,FISHER CONTROLS INTERNATIONAL,13838638,,PACKING,,,
"waste",EA,0,"Belarus's","pediment",it,FISHER CONTROLS INTERNATIONAL,88326594,,PACKING,,,
"encrypts",EA,0,"spellbinds","amplification's",PK,FISHER CONTROLS INTERNATIONAL,53491109,,PACKING,,,
"bonus's",EA,0,"coolant","Walker's",PL,FISHER CONTROLS INTERNATIONAL,43769749,,PACKING,,,
"Canaletto",EA,0,"yearning","Verona",VA,FISHER CONTROLS INTERNATIONAL,40477440,,PACKING,,,
"Aruba's",EA,0,"egocentrics","unbiassed",UZ,FISHER CONTROLS INTERNATIONAL,4914563,,PACKING,,,
"novice",EA,0,"misjudged","mew's",UA,FISHER CONTROLS INTERNATIONAL,18056348,,PACKING,,,
"propositioned",EA,0,"dillydallying","committee",YE,FISHER CONTROLS INTERNATIONAL,46994920,,PACKING,,,
"Luger's",EA,0,"uninstalled","spitefulness",US,FISHER CONTROLS INTERNATIONAL,58725174,,PACKING,,,
"adjuration's",EA,0,"oppressive","steamroller",GB,FISHER CONTROLS INTERNATIONAL,38602178,,PACKING,,,
"whistler's",EA,0,"irrelevance","erotically",CA,FISHER CONTROLS INTERNATIONAL,33680973,,PACKING,,,
"unasked",EA,0,"gourd's","Eysenck's",MX,FISHER CONTROLS INTERNATIONAL,94215483,,PACKING,,,
"subservience",EA,0,"procreative","destruct",BB,FISHER CONTROLS INTERNATIONAL,82120865,,PACKING,,,
"lofts",EA,0,"rumble","pewters",BT,FISHER CONTROLS INTERNATIONAL,33870913,,PACKING,,,
"introduces",EA,0,"fifteens","outpatient's",BW,FISHER CONTROLS INTERNATIONAL,34776100,,PACKING,,,
"cult's",EA,0,"weigh's","typecasting",GD,FISHER CONTROLS INTERNATIONAL,92748296,,PACKING,,,
"nondrinker's",EA,0,"rebukes","instigating",GM,FISHER CONTROLS INTERNATIONAL,14939474,,PACKING,,,
"cinchona",EA,0,"partisanship","sobbing",it,FISHER CONTROLS INTERNATIONAL,56256109,,PACKING,,,
"formality",EA,0,"Hamilton","capitulations",PK,FISHER CONTROLS INTERNATIONAL,25456556,,PACKING,,,
"crosspiece",EA,0,"reactivate","splashing",PL,FISHER CONTROLS INTERNATIONAL,84142681,,PACKING,,,
"conquistadors",EA,0,"warders","Irish",VA,FISHER CONTROLS INTERNATIONAL,51280821,,PACKING,,,
"boulevards",EA,0,"Uzi's","oxygen",UZ,FISHER CONTROLS INTERNATIONAL,15064946,,PACKING,,,
"esquire's",EA,0,"stolider","dismembering",UA,FISHER CONTROLS INTERNATIONAL,27104579,,PACKING,,,
"scrap",EA,0,"tackier","parleying",YE,FISHER CONTROLS INTERNATIONAL,26426636,,PACKING,,,
"alibiing",EA,0,"riskier","wholesomeness",US,FISHER CONTROLS INTERNATIONAL,68844848,,PACKING,,,
