Category,UOM,Minimum Order Qty,Description,Long Description,Country of Origin,Mfg Name,Mfg Part Num,UNSPSC,TYPE,SIZE,MATERIAL,STANDARDS
"ellipse",EA,0,"Deidre","dancing's",YE,FISHER CONTROLS INTERNATIONAL,31673796,,PACKING,,,
"engaged",EA,0,"accelerations","Wilfred's",US,FISHER CONTROLS INTERNATIONAL,85632360,,PACKING,,,
"webmaster",EA,0,"booms","intensification's",GB,FISHER CONTROLS INTERNATIONAL,88111458,,PACKING,,,
"Coward",EA,0,"finessing","mayonnaise's",CA,FISHER CONTROLS INTERNATIONAL,89771990,,PACKING,,,
"dismayed",EA,0,"Volgograd","Myanmar",MX,FISHER CONTROLS INTERNATIONAL,45852993,,PACKING,,,
"expansive",EA,0,"robber","gamma",BB,FISHER CONTROLS INTERNATIONAL,62689630,,PACKING,,,
"assassination",EA,0,"venal","mackintosh's",BT,FISHER CONTROLS INTERNATIONAL,11885622,,PACKING,,,
"lyrically",EA,0,"abrasion's","unsympathetic",BW,FISHER CONTROLS INTERNATIONAL,46718477,,PACKING,,,
"ladyfinger's",EA,0,"overdosing","Rebecca",GD,FISHER CONTROLS INTERNATIONAL,1442928,,PACKING,,,
"archivists",EA,0,"curvature","Fitzgerald",GM,FISHER CONTROLS INTERNATIONAL,68980109,,PACKING,,,
"federals",EA,0,"scoldings","washing",it,FISHER CONTROLS INTERNATIONAL,81831846,,PACKING,,,
"joyfullest",EA,0,"zinced","Hindus",PK,FISHER CONTROLS INTERNATIONAL,11097973,,PACKING,,,
"Cocteau",EA,0,"multilateral","colonizes",PL,FISHER CONTROLS INTERNATIONAL,67671907,,PACKING,,,
"runway",EA,0,"invulnerability's","Mindy's",VA,FISHER CONTROLS INTERNATIONAL,71261085,,PACKING,,,
"tenuously",EA,0,"woofs","carburetor",UZ,FISHER CONTROLS INTERNATIONAL,92639501,,PACKING,,,
"nutty",EA,0,"waist","temporal",UA,FISHER CONTROLS INTERNATIONAL,14378299,,PACKING,,,
"hector's",EA,0,"peccary's","steeplejacks",YE,FISHER CONTROLS INTERNATIONAL,40449329,,PACKING,,,
"psychiatry",EA,0,"mixture","afterword's",US,FISHER CONTROLS INTERNATIONAL,7938841,,PACKING,,,
"partitioned",EA,0,"Clytemnestra","mutant",GB,FISHER CONTROLS INTERNATIONAL,23786265,,PACKING,,,
"version's",EA,0,"Lourdes","covets",CA,FISHER CONTROLS INTERNATIONAL,98452729,,PACKING,,,
"causative",EA,0,"extirpating","supper",MX,FISHER CONTROLS INTERNATIONAL,11171978,,PACKING,,,
"Rachael's",EA,0,"thrill","Firestone",BB,FISHER CONTROLS INTERNATIONAL,9970588,,PACKING,,,
"manner's",EA,0,"Mahdi","overspreads",BT,FISHER CONTROLS INTERNATIONAL,86241506,,PACKING,,,
"blundered",EA,0,"cushy","togas",BW,FISHER CONTROLS INTERNATIONAL,13636392,,PACKING,,,
"purifies",EA,0,"radioed","impetigo",GD,FISHER CONTROLS INTERNATIONAL,13876890,,PACKING,,,
"Mirach",EA,0,"studying","Camelot's",GM,FISHER CONTROLS INTERNATIONAL,66558846,,PACKING,,,
"Szechuan's",EA,0,"duckling's","Barclay's",it,FISHER CONTROLS INTERNATIONAL,59653294,,PACKING,,,
"nobody's",EA,0,"paunchy","dossier",PK,FISHER CONTROLS INTERNATIONAL,47887726,,PACKING,,,
"annulling",EA,0,"marquis","kielbasas",PL,FISHER CONTROLS INTERNATIONAL,83098695,,PACKING,,,
"Cotton's",EA,0,"playground","subbing",VA,FISHER CONTROLS INTERNATIONAL,39981692,,PACKING,,,
"porpoise's",EA,0,"stepladder's","upshot",UZ,FISHER CONTROLS INTERNATIONAL,3841957,,PACKING,,,
"Laotian",EA,0,"Lot's","combative",UA,FISHER CONTROLS INTERNATIONAL,12517658,,PACKING,,,
"flourishing",EA,0,"lid's","Portia's",YE,FISHER CONTROLS INTERNATIONAL,60571273,,PACKING,,,
"portrayals",EA,0,"vireos","elites",US,FISHER CONTROLS INTERNATIONAL,4563110,,PACKING,,,
"elision's",EA,0,"drooping","birdbath",GB,FISHER CONTROLS INTERNATIONAL,37284296,,PACKING,,,
"stadium's",EA,0,"properly","Khomeini",CA,FISHER CONTROLS INTERNATIONAL,20632810,,PACKING,,,
"superannuates",EA,0,"Rouault","senator",MX,FISHER CONTROLS INTERNATIONAL,3905732,,PACKING,,,
"southwester's",EA,0,"skintight","lustiness",BB,FISHER CONTROLS INTERNATIONAL,56235794,,PACKING,,,
"unveil",EA,0,"perplexity's","carbonation's",BT,FISHER CONTROLS INTERNATIONAL,29330253,,PACKING,,,
"Tahiti",EA,0,"subsidy's","coolness's",BW,FISHER CONTROLS INTERNATIONAL,3839860,,PACKING,,,
"junketed",EA,0,"sensibility's","pumped",GD,FISHER CONTROLS INTERNATIONAL,14129789,,PACKING,,,
"playmate's",EA,0,"Guillermo","Caracalla",GM,FISHER CONTROLS INTERNATIONAL,72419407,,PACKING,,,
"Osbert",EA,0,"hardened","configuration",it,FISHER CONTROLS INTERNATIONAL,54980090,,PACKING,,,
"bikes",EA,0,"academic's","equilateral's",PK,FISHER CONTROLS INTERNATIONAL,79007436,,PACKING,,,
"tempi",EA,0,"anorexia's","headier",PL,FISHER CONTROLS INTERNATIONAL,58851092,,PACKING,,,
"roués",EA,0,"cough's","motivation's",VA,FISHER CONTROLS INTERNATIONAL,9628097,,PACKING,,,
"Reeves",EA,0,"recent","chambers",UZ,FISHER CONTROLS INTERNATIONAL,34309475,,PACKING,,,
"Eichmann",EA,0,"grapefruits","exonerating",UA,FISHER CONTROLS INTERNATIONAL,72893696,,PACKING,,,
"senior's",EA,0,"bugles","magnetism's",YE,FISHER CONTROLS INTERNATIONAL,3984427,,PACKING,,,
"paymaster",EA,0,"spades","Weierstrass's",US,FISHER CONTROLS INTERNATIONAL,97492226,,PACKING,,,
"guzzling",EA,0,"burden's","goldsmith",GB,FISHER CONTROLS INTERNATIONAL,91519367,,PACKING,,,
"oscillating",EA,0,"narcissist's","untimelier",CA,FISHER CONTROLS INTERNATIONAL,50018299,,PACKING,,,
"evacuations",EA,0,"prate","fettle's",MX,FISHER CONTROLS INTERNATIONAL,17448524,,PACKING,,,
"bracing",EA,0,"Jahangir","entreated",BB,FISHER CONTROLS INTERNATIONAL,13453373,,PACKING,,,
"Edmond's",EA,0,"terminable","coastline's",BT,FISHER CONTROLS INTERNATIONAL,59876740,,PACKING,,,
"veterans",EA,0,"prophesy","accuracy",BW,FISHER CONTROLS INTERNATIONAL,44165786,,PACKING,,,
"solitary",EA,0,"Caph's","pedometer",GD,FISHER CONTROLS INTERNATIONAL,93793107,,PACKING,,,
"technologies",EA,0,"chiding","deuce",GM,FISHER CONTROLS INTERNATIONAL,19553897,,PACKING,,,
"boondoggle",EA,0,"sciatica","outrunning",it,FISHER CONTROLS INTERNATIONAL,62582978,,PACKING,,,
"earthiness",EA,0,"ruler's","paranoia",PK,FISHER CONTROLS INTERNATIONAL,31294869,,PACKING,,,
"inestimable",EA,0,"Vesuvius's","toucan",PL,FISHER CONTROLS INTERNATIONAL,97974045,,PACKING,,,
"louder",EA,0,"tweak's","knifed",VA,FISHER CONTROLS INTERNATIONAL,80340418,,PACKING,,,
"Mahfouz's",EA,0,"Hogan's","yell's",UZ,FISHER CONTROLS INTERNATIONAL,70253858,,PACKING,,,
"fireside's",EA,0,"pestles","disenchants",UA,FISHER CONTROLS INTERNATIONAL,80398640,,PACKING,,,
"fogbound",EA,0,"hint's","Karachi",YE,FISHER CONTROLS INTERNATIONAL,879983,,PACKING,,,
"trawlers",EA,0,"octaves","legislated",US,FISHER CONTROLS INTERNATIONAL,4344539,,PACKING,,,
"sheath's",EA,0,"identity","payments",GB,FISHER CONTROLS INTERNATIONAL,72925329,,PACKING,,,
"tightropes",EA,0,"apricot","felicity",CA,FISHER CONTROLS INTERNATIONAL,97080703,,PACKING,,,
"ranching",EA,0,"McVeigh's","disenchanting",MX,FISHER CONTROLS INTERNATIONAL,97965675,,PACKING,,,
"chaperone",EA,0,"sportsman's","proving",BB,FISHER CONTROLS INTERNATIONAL,7866713,,PACKING,,,
"oversimplifies",EA,0,"salesgirls","revamp's",BT,FISHER CONTROLS INTERNATIONAL,78332366,,PACKING,,,
"doggy",EA,0,"Jeanie's","reposed",BW,FISHER CONTROLS INTERNATIONAL,14410575,,PACKING,,,
"Camoens",EA,0,"humidifier's","fundamentalism's",GD,FISHER CONTROLS INTERNATIONAL,67516440,,PACKING,,,
"tempura",EA,0,"colluded","legal",GM,FISHER CONTROLS INTERNATIONAL,62405534,,PACKING,,,
"viscous",EA,0,"extraction","soundproof",it,FISHER CONTROLS INTERNATIONAL,23976087,,PACKING,,,
"globs",EA,0,"knocked","tracked",PK,FISHER CONTROLS INTERNATIONAL,58189860,,PACKING,,,
"frieze",EA,0,"whitewashing","honeysuckle's",PL,FISHER CONTROLS INTERNATIONAL,46517780,,PACKING,,,
"twaddles",EA,0,"tasted","tameable",VA,FISHER CONTROLS INTERNATIONAL,81142474,,PACKING,,,
"crochets",EA,0,"mourned","stymie",UZ,FISHER CONTROLS INTERNATIONAL,53841578,,PACKING,,,
"traveled",EA,0,"serums","unhitch",UA,FISHER CONTROLS INTERNATIONAL,4352468,,PACKING,,,
"Lucille",EA,0,"investitures","detest",YE,FISHER CONTROLS INTERNATIONAL,22510185,,PACKING,,,
"ablaze",EA,0,"concession","alms's",US,FISHER CONTROLS INTERNATIONAL,27071417,,PACKING,,,
"minimization",EA,0,"pulsate","representative's",GB,FISHER CONTROLS INTERNATIONAL,92512456,,PACKING,,,
"submerges",EA,0,"arrogate","asocial",CA,FISHER CONTROLS INTERNATIONAL,79154110,,PACKING,,,
"apiary",EA,0,"Falstaff","aficionado",MX,FISHER CONTROLS INTERNATIONAL,59659688,,PACKING,,,
"mufti's",EA,0,"humble","caramel",BB,FISHER CONTROLS INTERNATIONAL,88875945,,PACKING,,,
"bolt's",EA,0,"turbines","knowledge",BT,FISHER CONTROLS INTERNATIONAL,51117779,,PACKING,,,
"silica's",EA,0,"routeing","unlikelihood",BW,FISHER CONTROLS INTERNATIONAL,16457124,,PACKING,,,
"arrow's",EA,0,"catholicity's","impolitic",GD,FISHER CONTROLS INTERNATIONAL,79870614,,PACKING,,,
"Jataka",EA,0,"naturalization","kinds",GM,FISHER CONTROLS INTERNATIONAL,290233,,PACKING,,,
"installation",EA,0,"jimmied","team's",it,FISHER CONTROLS INTERNATIONAL,17624326,,PACKING,,,
"bugbear",EA,0,"hunt's","Beauregard",PK,FISHER CONTROLS INTERNATIONAL,58228057,,PACKING,,,
"pinto",EA,0,"wolfing","underbid",PL,FISHER CONTROLS INTERNATIONAL,96221542,,PACKING,,,
"Dunant",EA,0,"stealth's","Beach's",VA,FISHER CONTROLS INTERNATIONAL,55779426,,PACKING,,,
"drouths",EA,0,"mourning's","Tsimshian's",UZ,FISHER CONTROLS INTERNATIONAL,35347264,,PACKING,,,
"Madge",EA,0,"millisecond","boarder's",UA,FISHER CONTROLS INTERNATIONAL,55840958,,PACKING,,,
"refreshment",EA,0,"foregrounds","Vassar's",YE,FISHER CONTROLS INTERNATIONAL,70244439,,PACKING,,,
"subdividing",EA,0,"philippic","consecration's",US,FISHER CONTROLS INTERNATIONAL,57852568,,PACKING,,,
"offbeats",EA,0,"harshness's","plowman",GB,FISHER CONTROLS INTERNATIONAL,20401609,,PACKING,,,
"briar's",EA,0,"mainland","Milton",CA,FISHER CONTROLS INTERNATIONAL,31485702,,PACKING,,,
"swearing",EA,0,"romps","exploiter's",MX,FISHER CONTROLS INTERNATIONAL,18328618,,PACKING,,,
"exceedingly",EA,0,"harasses","perseverance",BB,FISHER CONTROLS INTERNATIONAL,78648172,,PACKING,,,
"hydroplane",EA,0,"plateau's","pedlar's",BT,FISHER CONTROLS INTERNATIONAL,43675414,,PACKING,,,
"readability's",EA,0,"fetlocks","jerkily",BW,FISHER CONTROLS INTERNATIONAL,85546583,,PACKING,,,
"thieves",EA,0,"pistillate","garnets",GD,FISHER CONTROLS INTERNATIONAL,90366316,,PACKING,,,
"porridge's",EA,0,"fluoride's","succession",GM,FISHER CONTROLS INTERNATIONAL,16644585,,PACKING,,,
"orientations",EA,0,"rooking","estranging",it,FISHER CONTROLS INTERNATIONAL,33605107,,PACKING,,,
"backgammon's",EA,0,"aunt's","Hellman",PK,FISHER CONTROLS INTERNATIONAL,70933355,,PACKING,,,
"Marta's",EA,0,"Secretary","acknowledgment",PL,FISHER CONTROLS INTERNATIONAL,58028629,,PACKING,,,
"middle",EA,0,"Monticello","Pasteur",VA,FISHER CONTROLS INTERNATIONAL,16042009,,PACKING,,,
"suffocate",EA,0,"goofiest","blousing",UZ,FISHER CONTROLS INTERNATIONAL,90718572,,PACKING,,,
"dishwasher",EA,0,"overfull","Kaaba",UA,FISHER CONTROLS INTERNATIONAL,96768819,,PACKING,,,
"compunctions",EA,0,"recital","diaphragm's",YE,FISHER CONTROLS INTERNATIONAL,85945004,,PACKING,,,
"Brahmin's",EA,0,"Hernandez","alliteration's",US,FISHER CONTROLS INTERNATIONAL,5700606,,PACKING,,,
"Darjeeling",EA,0,"sloppily","crapes",GB,FISHER CONTROLS INTERNATIONAL,37039315,,PACKING,,,
"hoard's",EA,0,"antes","Roseann's",CA,FISHER CONTROLS INTERNATIONAL,8380258,,PACKING,,,
"yieldings",EA,0,"chops","pesos",MX,FISHER CONTROLS INTERNATIONAL,79544806,,PACKING,,,
"cowhide",EA,0,"advisable","overrate",BB,FISHER CONTROLS INTERNATIONAL,22222088,,PACKING,,,
"niggards",EA,0,"Tharp","slayer's",BT,FISHER CONTROLS INTERNATIONAL,16784975,,PACKING,,,
"platooned",EA,0,"floater","exhalation",BW,FISHER CONTROLS INTERNATIONAL,19085519,,PACKING,,,
"fountainhead's",EA,0,"piglets","creator",GD,FISHER CONTROLS INTERNATIONAL,54206378,,PACKING,,,
"salivation",EA,0,"Polynesians","Ireland's",GM,FISHER CONTROLS INTERNATIONAL,50115892,,PACKING,,,
"tsunamis",EA,0,"declaimed","Kubrick",it,FISHER CONTROLS INTERNATIONAL,78427551,,PACKING,,,
"Wang's",EA,0,"abstrusely","inundated",PK,FISHER CONTROLS INTERNATIONAL,31749627,,PACKING,,,
"immuring",EA,0,"somebody's","grommet",PL,FISHER CONTROLS INTERNATIONAL,5260847,,PACKING,,,
"Bioko",EA,0,"Austin's","genitive's",VA,FISHER CONTROLS INTERNATIONAL,34842946,,PACKING,,,
"gallantry",EA,0,"pacemaker's","dwarfish",UZ,FISHER CONTROLS INTERNATIONAL,81505558,,PACKING,,,
"callused",EA,0,"analyst","reciprocity",UA,FISHER CONTROLS INTERNATIONAL,88518544,,PACKING,,,
"abstracts",EA,0,"users","eighty's",YE,FISHER CONTROLS INTERNATIONAL,63740384,,PACKING,,,
"seaman's",EA,0,"hymen","screechiest",US,FISHER CONTROLS INTERNATIONAL,72290454,,PACKING,,,
"manliness",EA,0,"ape's","oxidizing",GB,FISHER CONTROLS INTERNATIONAL,9296878,,PACKING,,,
"enlisted",EA,0,"huddled","millinery's",CA,FISHER CONTROLS INTERNATIONAL,68579279,,PACKING,,,
"speeded",EA,0,"throttle","expurgate",MX,FISHER CONTROLS INTERNATIONAL,42782086,,PACKING,,,
"chignon",EA,0,"chrysanthemum","briefest",BB,FISHER CONTROLS INTERNATIONAL,22872606,,PACKING,,,
"Sammie",EA,0,"needs","Elisa's",BT,FISHER CONTROLS INTERNATIONAL,25594974,,PACKING,,,
"turf's",EA,0,"Toronto's","clear's",BW,FISHER CONTROLS INTERNATIONAL,23379103,,PACKING,,,
"paralytics",EA,0,"readily","loofah",GD,FISHER CONTROLS INTERNATIONAL,41349815,,PACKING,,,
"Patel's",EA,0,"custodian's","Laocoon's",GM,FISHER CONTROLS INTERNATIONAL,38509867,,PACKING,,,
"fungous",EA,0,"alternation's","thyme",it,FISHER CONTROLS INTERNATIONAL,80712286,,PACKING,,,
"training",EA,0,"godparent's","professionally",PK,FISHER CONTROLS INTERNATIONAL,92652392,,PACKING,,,
"Bordon's",EA,0,"vegetarianism's","gallon",PL,FISHER CONTROLS INTERNATIONAL,10280519,,PACKING,,,
"inebriate's",EA,0,"widgeon","deliverance",VA,FISHER CONTROLS INTERNATIONAL,76311192,,PACKING,,,
"asceticism",EA,0,"phonetics","Windsor's",UZ,FISHER CONTROLS INTERNATIONAL,59107673,,PACKING,,,
"stringing",EA,0,"orange's","sunflower",UA,FISHER CONTROLS INTERNATIONAL,93105591,,PACKING,,,
"overalls's",EA,0,"betcha","Rutgers",YE,FISHER CONTROLS INTERNATIONAL,68274559,,PACKING,,,
"nectar",EA,0,"kilohertzes","systematizing",US,FISHER CONTROLS INTERNATIONAL,30529238,,PACKING,,,
"poem's",EA,0,"facade's","opponent's",GB,FISHER CONTROLS INTERNATIONAL,24656644,,PACKING,,,
"peacemaker's",EA,0,"ornamentation","highland's",CA,FISHER CONTROLS INTERNATIONAL,64015352,,PACKING,,,
"pailfuls",EA,0,"backslapper's","inference's",MX,FISHER CONTROLS INTERNATIONAL,7819623,,PACKING,,,
"commodity's",EA,0,"Houyhnhnm's","protean",BB,FISHER CONTROLS INTERNATIONAL,72501119,,PACKING,,,
"dessert",EA,0,"accouterments's","numbs",BT,FISHER CONTROLS INTERNATIONAL,85823470,,PACKING,,,
"padding's",EA,0,"mesmerism's","hightail",BW,FISHER CONTROLS INTERNATIONAL,3680954,,PACKING,,,
"limbers",EA,0,"relaying","bailed",GD,FISHER CONTROLS INTERNATIONAL,61465768,,PACKING,,,
"revalue",EA,0,"looting","pixie",GM,FISHER CONTROLS INTERNATIONAL,1611614,,PACKING,,,
"semiannual",EA,0,"Rutan","oppression",it,FISHER CONTROLS INTERNATIONAL,93434966,,PACKING,,,
"crematorium's",EA,0,"Africa's","regulation's",PK,FISHER CONTROLS INTERNATIONAL,40081046,,PACKING,,,
"burrowed",EA,0,"entrapping","pillowing",PL,FISHER CONTROLS INTERNATIONAL,23468163,,PACKING,,,
"hazard's",EA,0,"blanched","stocky",VA,FISHER CONTROLS INTERNATIONAL,85169624,,PACKING,,,
"hastening",EA,0,"prolongs","misspend",UZ,FISHER CONTROLS INTERNATIONAL,40291512,,PACKING,,,
"poppycock's",EA,0,"Ufa's","outwardly",UA,FISHER CONTROLS INTERNATIONAL,64720535,,PACKING,,,
"kites",EA,0,"insurer's","monster",YE,FISHER CONTROLS INTERNATIONAL,89510160,,PACKING,,,
"unawares",EA,0,"agitation","femur's",US,FISHER CONTROLS INTERNATIONAL,84382278,,PACKING,,,
"cantered",EA,0,"derides","tingling",GB,FISHER CONTROLS INTERNATIONAL,41688554,,PACKING,,,
"Rochelle",EA,0,"Muscovite","perspective's",CA,FISHER CONTROLS INTERNATIONAL,76082392,,PACKING,,,
"studs",EA,0,"ailed","anybodies",MX,FISHER CONTROLS INTERNATIONAL,94750471,,PACKING,,,
"succinctness's",EA,0,"Catalina's","crispiest",BB,FISHER CONTROLS INTERNATIONAL,11817028,,PACKING,,,
"pillage's",EA,0,"Paleogene","trellis's",BT,FISHER CONTROLS INTERNATIONAL,96581112,,PACKING,,,
"reviving",EA,0,"Pakistani","reoccupied",BW,FISHER CONTROLS INTERNATIONAL,47950245,,PACKING,,,
"Atlantis",EA,0,"noteworthy","prankster",GD,FISHER CONTROLS INTERNATIONAL,87355456,,PACKING,,,
"ushered",EA,0,"lathers","doggies",GM,FISHER CONTROLS INTERNATIONAL,53895541,,PACKING,,,
"exhilarated",EA,0,"Tasman","cheapen",it,FISHER CONTROLS INTERNATIONAL,13436634,,PACKING,,,
"disparagement's",EA,0,"fourteen's","contributors",PK,FISHER CONTROLS INTERNATIONAL,66832258,,PACKING,,,
"guesses",EA,0,"Mugabe","Miriam",PL,FISHER CONTROLS INTERNATIONAL,68343972,,PACKING,,,
"Kinshasa's",EA,0,"isotopes","outpouring",VA,FISHER CONTROLS INTERNATIONAL,82661802,,PACKING,,,
"vocals",EA,0,"gizmo's","fornicating",UZ,FISHER CONTROLS INTERNATIONAL,5932446,,PACKING,,,
"Hewitt's",EA,0,"enrapture","linguistics",UA,FISHER CONTROLS INTERNATIONAL,94548804,,PACKING,,,
"ejected",EA,0,"regurgitated","stigmatize",YE,FISHER CONTROLS INTERNATIONAL,89163735,,PACKING,,,
"admixture",EA,0,"collapse","meanness's",US,FISHER CONTROLS INTERNATIONAL,13470806,,PACKING,,,
"Persian's",EA,0,"rampaging","alertly",GB,FISHER CONTROLS INTERNATIONAL,40020102,,PACKING,,,
"pathways",EA,0,"Fujiwara","candor's",CA,FISHER CONTROLS INTERNATIONAL,68562370,,PACKING,,,
"Pittman",EA,0,"planted","truncated",MX,FISHER CONTROLS INTERNATIONAL,13922997,,PACKING,,,
"roamer",EA,0,"deterrence's","collective",BB,FISHER CONTROLS INTERNATIONAL,80076141,,PACKING,,,
"interceptions",EA,0,"mountebank","cottonwoods",BT,FISHER CONTROLS INTERNATIONAL,34269630,,PACKING,,,
"jalapeño",EA,0,"orderliness's","mangrove",BW,FISHER CONTROLS INTERNATIONAL,79706728,,PACKING,,,
"negativing",EA,0,"legislature","derelict",GD,FISHER CONTROLS INTERNATIONAL,94420275,,PACKING,,,
"stickiest",EA,0,"dogtrot's","westernizes",GM,FISHER CONTROLS INTERNATIONAL,63139796,,PACKING,,,
"mothering",EA,0,"roped","rattletrap's",it,FISHER CONTROLS INTERNATIONAL,63904060,,PACKING,,,
"Borobudur",EA,0,"babbler's","conjugated",PK,FISHER CONTROLS INTERNATIONAL,79555191,,PACKING,,,
"scenario",EA,0,"Adenauer","Finnegan's",PL,FISHER CONTROLS INTERNATIONAL,51661217,,PACKING,,,
"nimblest",EA,0,"balcony's","wale's",VA,FISHER CONTROLS INTERNATIONAL,41293426,,PACKING,,,
"terminators",EA,0,"adventuring","bookstores",UZ,FISHER CONTROLS INTERNATIONAL,99933244,,PACKING,,,
"emotive",EA,0,"Jerry","albacore's",UA,FISHER CONTROLS INTERNATIONAL,96758625,,PACKING,,,
"vivacious",EA,0,"marker's","eyelet",YE,FISHER CONTROLS INTERNATIONAL,18851212,,PACKING,,,
"proven",EA,0,"Velveeta","tearing",US,FISHER CONTROLS INTERNATIONAL,30957047,,PACKING,,,
"tallying",EA,0,"haggler","drumsticks",GB,FISHER CONTROLS INTERNATIONAL,78002828,,PACKING,,,
"owner",EA,0,"presto","satirical",CA,FISHER CONTROLS INTERNATIONAL,51349165,,PACKING,,,
"golfer",EA,0,"simpered","schusses",MX,FISHER CONTROLS INTERNATIONAL,47143300,,PACKING,,,
"demijohn",EA,0,"arrogating","vanned",BB,FISHER CONTROLS INTERNATIONAL,39141596,,PACKING,,,
"aqueous",EA,0,"wallpaper's","seclusion's",BT,FISHER CONTROLS INTERNATIONAL,57008881,,PACKING,,,
"weaving",EA,0,"renown's","desirable",BW,FISHER CONTROLS INTERNATIONAL,80374264,,PACKING,,,
"candlelight's",EA,0,"Rankine's","alleviate",GD,FISHER CONTROLS INTERNATIONAL,58754162,,PACKING,,,
"cleanse",EA,0,"iris's","depth",GM,FISHER CONTROLS INTERNATIONAL,95960884,,PACKING,,,
"echelons",EA,0,"keystone","faith's",it,FISHER CONTROLS INTERNATIONAL,10523168,,PACKING,,,
"Romanian",EA,0,"delinquent's","Beverly",PK,FISHER CONTROLS INTERNATIONAL,48489140,,PACKING,,,
"tyrant's",EA,0,"pinnacle's","Zionism",PL,FISHER CONTROLS INTERNATIONAL,12299698,,PACKING,,,
"carpentry's",EA,0,"trickery's","moustache",VA,FISHER CONTROLS INTERNATIONAL,35654120,,PACKING,,,
"firearm's",EA,0,"fireproofing","Yanks",UZ,FISHER CONTROLS INTERNATIONAL,30272835,,PACKING,,,
"absolves",EA,0,"clingiest","whelp",UA,FISHER CONTROLS INTERNATIONAL,48547815,,PACKING,,,
"Stefanie's",EA,0,"meaty","numbing",YE,FISHER CONTROLS INTERNATIONAL,15021694,,PACKING,,,
"Ararat's",EA,0,"pushup","raunchier",US,FISHER CONTROLS INTERNATIONAL,8232267,,PACKING,,,
