Category,UOM,Minimum Order Qty,Description,Long Description,Country of Origin,Mfg Name,Mfg Part Num,UNSPSC,TYPE,SIZE,MATERIAL,STANDARDS
"hunched",EA,0,"attendant","sylph's",BW,FISHER CONTROLS INTERNATIONAL,80550705,,PACKING,,,
"municipality's",EA,0,"Whitfield's","antechambers",GD,FISHER CONTROLS INTERNATIONAL,28573798,,PACKING,,,
"vocalizes",EA,0,"slunk","Doctor",GM,FISHER CONTROLS INTERNATIONAL,23770534,,PACKING,,,
"testament",EA,0,"metered","dimension's",it,FISHER CONTROLS INTERNATIONAL,8650271,,PACKING,,,
"cohering",EA,0,"gables","appositives",PK,FISHER CONTROLS INTERNATIONAL,76506725,,PACKING,,,
"DuPont",EA,0,"banjos","decongestant's",PL,FISHER CONTROLS INTERNATIONAL,92561175,,PACKING,,,
"Bono's",EA,0,"grill's","toastmasters",VA,FISHER CONTROLS INTERNATIONAL,4242841,,PACKING,,,
"semicircles",EA,0,"Schwinn's","consistencies",UZ,FISHER CONTROLS INTERNATIONAL,85903466,,PACKING,,,
"turnstile's",EA,0,"flatterer's","forfeits",UA,FISHER CONTROLS INTERNATIONAL,54513932,,PACKING,,,
"temporally",EA,0,"derailed","charismatics",YE,FISHER CONTROLS INTERNATIONAL,82322794,,PACKING,,,
"Carol's",EA,0,"proboscis's","beeps",US,FISHER CONTROLS INTERNATIONAL,8325480,,PACKING,,,
"dividend",EA,0,"democracies","roominess's",GB,FISHER CONTROLS INTERNATIONAL,77451332,,PACKING,,,
"Arnold",EA,0,"implementer","complementing",CA,FISHER CONTROLS INTERNATIONAL,84948809,,PACKING,,,
"refrained",EA,0,"Opel's","notary",MX,FISHER CONTROLS INTERNATIONAL,97200833,,PACKING,,,
"Aeolus",EA,0,"collusive","diligent",BB,FISHER CONTROLS INTERNATIONAL,56126220,,PACKING,,,
"upchucking",EA,0,"foundling's","inkling's",BT,FISHER CONTROLS INTERNATIONAL,65949286,,PACKING,,,
"Imelda",EA,0,"vagabond","Adidas",BW,FISHER CONTROLS INTERNATIONAL,25984157,,PACKING,,,
"Urals",EA,0,"Darryl","sulkier",GD,FISHER CONTROLS INTERNATIONAL,97309426,,PACKING,,,
"innocuously",EA,0,"obsessed","maypole",GM,FISHER CONTROLS INTERNATIONAL,23785080,,PACKING,,,
"babblers",EA,0,"Democritus","emasculate",it,FISHER CONTROLS INTERNATIONAL,91701964,,PACKING,,,
"corespondents",EA,0,"distillers","bombshells",PK,FISHER CONTROLS INTERNATIONAL,84247476,,PACKING,,,
"presumptuousness",EA,0,"returns","overdoing",PL,FISHER CONTROLS INTERNATIONAL,86414785,,PACKING,,,
"hub's",EA,0,"pantie","crustier",VA,FISHER CONTROLS INTERNATIONAL,75212716,,PACKING,,,
"sprouts",EA,0,"fawned","peregrination",UZ,FISHER CONTROLS INTERNATIONAL,37351982,,PACKING,,,
"kronor",EA,0,"deed's","physicked",UA,FISHER CONTROLS INTERNATIONAL,98188782,,PACKING,,,
"sponsoring",EA,0,"polyester's","grievance's",YE,FISHER CONTROLS INTERNATIONAL,71347946,,PACKING,,,
"meditations",EA,0,"necessarily","homogenized",US,FISHER CONTROLS INTERNATIONAL,98836755,,PACKING,,,
"deceiving",EA,0,"concussion's","holdover",GB,FISHER CONTROLS INTERNATIONAL,68912242,,PACKING,,,
"Laverne",EA,0,"shooed","retarding",CA,FISHER CONTROLS INTERNATIONAL,27036558,,PACKING,,,
"accompanist's",EA,0,"odorous","monograms",MX,FISHER CONTROLS INTERNATIONAL,48855881,,PACKING,,,
"Adirondack's",EA,0,"injudicious","vagary's",BB,FISHER CONTROLS INTERNATIONAL,71115156,,PACKING,,,
"Grünewald's",EA,0,"striated","Monrovia",BT,FISHER CONTROLS INTERNATIONAL,46907829,,PACKING,,,
"Henderson's",EA,0,"shootout's","advantage's",BW,FISHER CONTROLS INTERNATIONAL,83228870,,PACKING,,,
"sandbox's",EA,0,"rioting","cabana's",GD,FISHER CONTROLS INTERNATIONAL,56351584,,PACKING,,,
"nil's",EA,0,"calves","paunch's",GM,FISHER CONTROLS INTERNATIONAL,65737884,,PACKING,,,
"pimpernel",EA,0,"joshed","discrepancy's",it,FISHER CONTROLS INTERNATIONAL,25164324,,PACKING,,,
"marquise",EA,0,"invent","Agrippa's",PK,FISHER CONTROLS INTERNATIONAL,83594144,,PACKING,,,
"boaster's",EA,0,"despairing","mandibles",PL,FISHER CONTROLS INTERNATIONAL,72281033,,PACKING,,,
"ashiest",EA,0,"pustules","futzes",VA,FISHER CONTROLS INTERNATIONAL,65036251,,PACKING,,,
"parquetry",EA,0,"dropper","crane's",UZ,FISHER CONTROLS INTERNATIONAL,25426465,,PACKING,,,
"bassinet's",EA,0,"python","Triangulum's",UA,FISHER CONTROLS INTERNATIONAL,93326605,,PACKING,,,
"unplug",EA,0,"camouflaged","malting",YE,FISHER CONTROLS INTERNATIONAL,26210351,,PACKING,,,
"Texan",EA,0,"audio","dulness",US,FISHER CONTROLS INTERNATIONAL,53563242,,PACKING,,,
"udders",EA,0,"distant","assemblers",GB,FISHER CONTROLS INTERNATIONAL,13221344,,PACKING,,,
"exhausts",EA,0,"fledgelings","linger",CA,FISHER CONTROLS INTERNATIONAL,15021397,,PACKING,,,
"squeakiest",EA,0,"takeout's","Lionel",MX,FISHER CONTROLS INTERNATIONAL,97488454,,PACKING,,,
"turnoffs",EA,0,"sentencing","bytes",BB,FISHER CONTROLS INTERNATIONAL,30070751,,PACKING,,,
"portability's",EA,0,"opportune","salmon's",BT,FISHER CONTROLS INTERNATIONAL,74213430,,PACKING,,,
"pauperized",EA,0,"Willard","lampooned",BW,FISHER CONTROLS INTERNATIONAL,14832716,,PACKING,,,
"turncoats",EA,0,"gores","catnip's",GD,FISHER CONTROLS INTERNATIONAL,46509537,,PACKING,,,
"cogitation's",EA,0,"heavyweights","emptying",GM,FISHER CONTROLS INTERNATIONAL,36725975,,PACKING,,,
"dominoes",EA,0,"scantiest","Theiler",it,FISHER CONTROLS INTERNATIONAL,66066617,,PACKING,,,
"Albion",EA,0,"loosely","emotionalism",PK,FISHER CONTROLS INTERNATIONAL,50386466,,PACKING,,,
"growths",EA,0,"outplay","hooraying",PL,FISHER CONTROLS INTERNATIONAL,44049499,,PACKING,,,
"solstice's",EA,0,"plodders","outsell",VA,FISHER CONTROLS INTERNATIONAL,98477008,,PACKING,,,
"Shakespeare",EA,0,"encampment","savory",UZ,FISHER CONTROLS INTERNATIONAL,84175711,,PACKING,,,
"flasher",EA,0,"stubby","resiliency's",UA,FISHER CONTROLS INTERNATIONAL,55670721,,PACKING,,,
"whoops",EA,0,"Anita's","chopper",YE,FISHER CONTROLS INTERNATIONAL,84556296,,PACKING,,,
"suchlike",EA,0,"every","selectman's",US,FISHER CONTROLS INTERNATIONAL,92656992,,PACKING,,,
"attacked",EA,0,"tsars","penalizing",GB,FISHER CONTROLS INTERNATIONAL,61513421,,PACKING,,,
"sophists",EA,0,"swatter's","Zinfandel",CA,FISHER CONTROLS INTERNATIONAL,71059194,,PACKING,,,
"vivid",EA,0,"chinchilla's","toxemia",MX,FISHER CONTROLS INTERNATIONAL,89124785,,PACKING,,,
"Sumatra",EA,0,"forget","drips",BB,FISHER CONTROLS INTERNATIONAL,32429756,,PACKING,,,
"queerness",EA,0,"misfeasance's","sexless",BT,FISHER CONTROLS INTERNATIONAL,24528437,,PACKING,,,
"egoist's",EA,0,"lexicographers","Clearasil",BW,FISHER CONTROLS INTERNATIONAL,70273806,,PACKING,,,
"reconstitute",EA,0,"cellists","Johannesburg",GD,FISHER CONTROLS INTERNATIONAL,6482526,,PACKING,,,
"hampered",EA,0,"Jonas","pretentiousness's",GM,FISHER CONTROLS INTERNATIONAL,77312823,,PACKING,,,
"explication",EA,0,"officialdom's","Conway",it,FISHER CONTROLS INTERNATIONAL,45107638,,PACKING,,,
"tombing",EA,0,"carousals","sally",PK,FISHER CONTROLS INTERNATIONAL,7903744,,PACKING,,,
"anchorwomen",EA,0,"promissory","Cuzco",PL,FISHER CONTROLS INTERNATIONAL,96767537,,PACKING,,,
"crossest",EA,0,"octogenarian","ratio's",VA,FISHER CONTROLS INTERNATIONAL,61113646,,PACKING,,,
"monarchy's",EA,0,"Leoncavallo","distinctly",UZ,FISHER CONTROLS INTERNATIONAL,79975422,,PACKING,,,
"forewoman",EA,0,"Liza's","woof's",UA,FISHER CONTROLS INTERNATIONAL,82573996,,PACKING,,,
"friskiest",EA,0,"stickiness's","chipper",YE,FISHER CONTROLS INTERNATIONAL,57117981,,PACKING,,,
"although",EA,0,"frenzies","splashiest",US,FISHER CONTROLS INTERNATIONAL,10092147,,PACKING,,,
"botanist",EA,0,"pluckiness","Cornell",GB,FISHER CONTROLS INTERNATIONAL,35752597,,PACKING,,,
"disarmed",EA,0,"Valentine","tensest",CA,FISHER CONTROLS INTERNATIONAL,12562658,,PACKING,,,
"Mesopotamia's",EA,0,"stretchier","conduits",MX,FISHER CONTROLS INTERNATIONAL,1855412,,PACKING,,,
"condiment's",EA,0,"tumultuous","illumination's",BB,FISHER CONTROLS INTERNATIONAL,71489645,,PACKING,,,
"spattering",EA,0,"synergy's","rivalry's",BT,FISHER CONTROLS INTERNATIONAL,72755735,,PACKING,,,
"flounder",EA,0,"skirmishing","remark",BW,FISHER CONTROLS INTERNATIONAL,47232255,,PACKING,,,
"safety",EA,0,"reissue's","noisiest",GD,FISHER CONTROLS INTERNATIONAL,7878408,,PACKING,,,
"likelier",EA,0,"cloak's","squawk's",GM,FISHER CONTROLS INTERNATIONAL,70776330,,PACKING,,,
"novella's",EA,0,"bead's","originally",it,FISHER CONTROLS INTERNATIONAL,91317436,,PACKING,,,
"partizan",EA,0,"animal's","Trenton",PK,FISHER CONTROLS INTERNATIONAL,72757274,,PACKING,,,
"pantomime's",EA,0,"roared","stepmother",PL,FISHER CONTROLS INTERNATIONAL,50155298,,PACKING,,,
"crematorium",EA,0,"Poppins","burger",VA,FISHER CONTROLS INTERNATIONAL,2664147,,PACKING,,,
"Schopenhauer",EA,0,"clandestine","bareness",UZ,FISHER CONTROLS INTERNATIONAL,79093080,,PACKING,,,
"tiresomeness",EA,0,"rerunning","detectives",UA,FISHER CONTROLS INTERNATIONAL,12051981,,PACKING,,,
"betrothed",EA,0,"cruel","handcrafts",YE,FISHER CONTROLS INTERNATIONAL,88089205,,PACKING,,,
"electroencephalogram's",EA,0,"solar","enforcing",US,FISHER CONTROLS INTERNATIONAL,50269505,,PACKING,,,
"Volgograd",EA,0,"weaponless","nullity's",GB,FISHER CONTROLS INTERNATIONAL,29947411,,PACKING,,,
"trail",EA,0,"Ostrogoth's","sourpusses",CA,FISHER CONTROLS INTERNATIONAL,3345844,,PACKING,,,
"housebroke",EA,0,"haggles","bricks",MX,FISHER CONTROLS INTERNATIONAL,84013903,,PACKING,,,
"disabuse",EA,0,"nutty","thawing",BB,FISHER CONTROLS INTERNATIONAL,34513233,,PACKING,,,
"Rachel's",EA,0,"wielded","Gospel",BT,FISHER CONTROLS INTERNATIONAL,38354225,,PACKING,,,
"steamroller's",EA,0,"Burl's","hopeful's",BW,FISHER CONTROLS INTERNATIONAL,70397345,,PACKING,,,
"pathologist",EA,0,"computed","ruble's",GD,FISHER CONTROLS INTERNATIONAL,85965932,,PACKING,,,
"entrées",EA,0,"codified","Mauricio",GM,FISHER CONTROLS INTERNATIONAL,64198856,,PACKING,,,
"revery",EA,0,"homesickness","knotting",it,FISHER CONTROLS INTERNATIONAL,86876519,,PACKING,,,
"Avesta",EA,0,"prefabricating","pestilences",PK,FISHER CONTROLS INTERNATIONAL,59822081,,PACKING,,,
"deepness's",EA,0,"electorate's","perceptiveness",PL,FISHER CONTROLS INTERNATIONAL,41780195,,PACKING,,,
"emblazon",EA,0,"anthropology's","limestone",VA,FISHER CONTROLS INTERNATIONAL,80062228,,PACKING,,,
"bureaucracies",EA,0,"marine","Dumas",UZ,FISHER CONTROLS INTERNATIONAL,57617313,,PACKING,,,
"Ubuntu's",EA,0,"uncontrollable","Hersey",UA,FISHER CONTROLS INTERNATIONAL,21441757,,PACKING,,,
"rowdies",EA,0,"landowner's","Parthenon",YE,FISHER CONTROLS INTERNATIONAL,16898767,,PACKING,,,
"drouth's",EA,0,"Nigerian","exhausting",US,FISHER CONTROLS INTERNATIONAL,33845923,,PACKING,,,
"scales",EA,0,"ebbing","door's",GB,FISHER CONTROLS INTERNATIONAL,36249928,,PACKING,,,
"skinned",EA,0,"Orkney","avenue's",CA,FISHER CONTROLS INTERNATIONAL,89003281,,PACKING,,,
"Talmuds",EA,0,"corrugates","dynamo",MX,FISHER CONTROLS INTERNATIONAL,8304075,,PACKING,,,
"jailers",EA,0,"Barbuda's","Lutheranism",BB,FISHER CONTROLS INTERNATIONAL,88093304,,PACKING,,,
"kneecap",EA,0,"mining's","nutrition",BT,FISHER CONTROLS INTERNATIONAL,34370371,,PACKING,,,
"Zimbabwean",EA,0,"verbalized","grail",BW,FISHER CONTROLS INTERNATIONAL,88200712,,PACKING,,,
"swished",EA,0,"schema","adeptly",GD,FISHER CONTROLS INTERNATIONAL,8738781,,PACKING,,,
"rangy",EA,0,"quotes","palpates",GM,FISHER CONTROLS INTERNATIONAL,62414922,,PACKING,,,
"katydid",EA,0,"methodology's","underfoot",it,FISHER CONTROLS INTERNATIONAL,22795652,,PACKING,,,
"procuring",EA,0,"sublimely","grimace's",PK,FISHER CONTROLS INTERNATIONAL,52848588,,PACKING,,,
"dilemma",EA,0,"Lulu's","luggage's",PL,FISHER CONTROLS INTERNATIONAL,13718904,,PACKING,,,
"malpractice",EA,0,"Saussure","waylay",VA,FISHER CONTROLS INTERNATIONAL,37551592,,PACKING,,,
"intolerance",EA,0,"dells","Bioko",UZ,FISHER CONTROLS INTERNATIONAL,55704897,,PACKING,,,
"indisposed",EA,0,"Brennan","housewives",UA,FISHER CONTROLS INTERNATIONAL,78557123,,PACKING,,,
"Blankenship's",EA,0,"untangled","profane",YE,FISHER CONTROLS INTERNATIONAL,46459689,,PACKING,,,
"vacuity's",EA,0,"dilution","graffiti",US,FISHER CONTROLS INTERNATIONAL,86304210,,PACKING,,,
"bilking",EA,0,"fighting","tidier",GB,FISHER CONTROLS INTERNATIONAL,29142006,,PACKING,,,
"overtaxing",EA,0,"tuna's","smart",CA,FISHER CONTROLS INTERNATIONAL,35664334,,PACKING,,,
"fledgeling",EA,0,"emulated","pheromone",MX,FISHER CONTROLS INTERNATIONAL,28203822,,PACKING,,,
"shinnied",EA,0,"cornerstones","kilohertz",BB,FISHER CONTROLS INTERNATIONAL,58542874,,PACKING,,,
"gratitude",EA,0,"Schultz's","kidnaping",BT,FISHER CONTROLS INTERNATIONAL,83638928,,PACKING,,,
"tier's",EA,0,"floppies","Sabre's",BW,FISHER CONTROLS INTERNATIONAL,12866190,,PACKING,,,
"letterhead",EA,0,"volcano's","fixates",GD,FISHER CONTROLS INTERNATIONAL,51869515,,PACKING,,,
"Elysium",EA,0,"precise","fathomless",GM,FISHER CONTROLS INTERNATIONAL,60832193,,PACKING,,,
"tendril's",EA,0,"sprung","mulishly",it,FISHER CONTROLS INTERNATIONAL,51159374,,PACKING,,,
"Manilla's",EA,0,"unloosed","supplications",PK,FISHER CONTROLS INTERNATIONAL,72394841,,PACKING,,,
"mimed",EA,0,"capital","shrimps",PL,FISHER CONTROLS INTERNATIONAL,41535051,,PACKING,,,
"Hermite's",EA,0,"nether","front",VA,FISHER CONTROLS INTERNATIONAL,46063611,,PACKING,,,
"broached",EA,0,"howitzers","unlaced",UZ,FISHER CONTROLS INTERNATIONAL,3098503,,PACKING,,,
"Robt's",EA,0,"partridge's","Hartford",UA,FISHER CONTROLS INTERNATIONAL,83230744,,PACKING,,,
"moused",EA,0,"perked","vivifies",YE,FISHER CONTROLS INTERNATIONAL,47972396,,PACKING,,,
"bluff",EA,0,"dammed","brinksmanship's",US,FISHER CONTROLS INTERNATIONAL,47779119,,PACKING,,,
"nonprofessional",EA,0,"subverting","Mallomars",GB,FISHER CONTROLS INTERNATIONAL,65911848,,PACKING,,,
"orthodontics",EA,0,"hysteric","clinker's",CA,FISHER CONTROLS INTERNATIONAL,16263445,,PACKING,,,
"dribbling",EA,0,"epithet's","worsened",MX,FISHER CONTROLS INTERNATIONAL,47973679,,PACKING,,,
"toastiest",EA,0,"mascara","salaciousness's",BB,FISHER CONTROLS INTERNATIONAL,42076711,,PACKING,,,
"lethargy's",EA,0,"palimony","bitter",BT,FISHER CONTROLS INTERNATIONAL,91605998,,PACKING,,,
"Jurassic's",EA,0,"Krishnamurti's","dunking",BW,FISHER CONTROLS INTERNATIONAL,54166917,,PACKING,,,
"singsong",EA,0,"Madonnas","impartial",GD,FISHER CONTROLS INTERNATIONAL,72131520,,PACKING,,,
"Rangoon",EA,0,"Addams","Boeotian",GM,FISHER CONTROLS INTERNATIONAL,8141382,,PACKING,,,
"chilblains",EA,0,"Boole","Capitoline",it,FISHER CONTROLS INTERNATIONAL,54636367,,PACKING,,,
"designate",EA,0,"mothers","Copland",PK,FISHER CONTROLS INTERNATIONAL,97719914,,PACKING,,,
"tormentors",EA,0,"minuteness","proceeds",PL,FISHER CONTROLS INTERNATIONAL,79400683,,PACKING,,,
"raving",EA,0,"ventriloquism","exchequers",VA,FISHER CONTROLS INTERNATIONAL,49144091,,PACKING,,,
"McLean's",EA,0,"simpleton","eagerness",UZ,FISHER CONTROLS INTERNATIONAL,67868324,,PACKING,,,
"goldbricked",EA,0,"rake's","clinic",UA,FISHER CONTROLS INTERNATIONAL,62133886,,PACKING,,,
"fishwives",EA,0,"shields","crudest",YE,FISHER CONTROLS INTERNATIONAL,57359979,,PACKING,,,
"Iraqi's",EA,0,"baptisteries","roller",US,FISHER CONTROLS INTERNATIONAL,67655068,,PACKING,,,
"intoxicating",EA,0,"pigmentation","thermostats",GB,FISHER CONTROLS INTERNATIONAL,86623960,,PACKING,,,
"hyperventilation's",EA,0,"legible","sulking",CA,FISHER CONTROLS INTERNATIONAL,13466862,,PACKING,,,
"unfairness's",EA,0,"SALT's","boastfulness",MX,FISHER CONTROLS INTERNATIONAL,42598244,,PACKING,,,
"julep",EA,0,"Olympian","hatchback",BB,FISHER CONTROLS INTERNATIONAL,4549748,,PACKING,,,
"gingkoes",EA,0,"tercentenary's","midterms",BT,FISHER CONTROLS INTERNATIONAL,90227506,,PACKING,,,
"analytic",EA,0,"trappings","pollywog",BW,FISHER CONTROLS INTERNATIONAL,22280358,,PACKING,,,
"anesthetist",EA,0,"weightlifting","caviar",GD,FISHER CONTROLS INTERNATIONAL,96867110,,PACKING,,,
"republic",EA,0,"uppers","stranger's",GM,FISHER CONTROLS INTERNATIONAL,14930697,,PACKING,,,
"narrative's",EA,0,"dynastic","reinstates",it,FISHER CONTROLS INTERNATIONAL,78959785,,PACKING,,,
"aftercare",EA,0,"affable","displacement's",PK,FISHER CONTROLS INTERNATIONAL,24279120,,PACKING,,,
"Talmudic",EA,0,"dethrones","giddily",PL,FISHER CONTROLS INTERNATIONAL,20189677,,PACKING,,,
"stingier",EA,0,"glorifying","agglomerate",VA,FISHER CONTROLS INTERNATIONAL,87694728,,PACKING,,,
"precepts",EA,0,"intelligible","rollbacks",UZ,FISHER CONTROLS INTERNATIONAL,5330704,,PACKING,,,
"Maddox",EA,0,"pines","wavers",UA,FISHER CONTROLS INTERNATIONAL,4764367,,PACKING,,,
"pegging",EA,0,"rectal","spiritualist's",YE,FISHER CONTROLS INTERNATIONAL,43413658,,PACKING,,,
"obtuseness's",EA,0,"debacles","rosette's",US,FISHER CONTROLS INTERNATIONAL,12451212,,PACKING,,,
"grudging",EA,0,"Cairo's","Hangul's",GB,FISHER CONTROLS INTERNATIONAL,21785643,,PACKING,,,
"brownstone",EA,0,"Evian","nicked",CA,FISHER CONTROLS INTERNATIONAL,33396491,,PACKING,,,
"sooth's",EA,0,"candle's","accommodations",MX,FISHER CONTROLS INTERNATIONAL,88988595,,PACKING,,,
"Ismael's",EA,0,"stiffener's","veneration",BB,FISHER CONTROLS INTERNATIONAL,55517992,,PACKING,,,
"selects",EA,0,"explains","hypertension",BT,FISHER CONTROLS INTERNATIONAL,92396261,,PACKING,,,
"Downy's",EA,0,"epileptic","homepage",BW,FISHER CONTROLS INTERNATIONAL,131841,,PACKING,,,
"briquet's",EA,0,"introduction","unfulfilled",GD,FISHER CONTROLS INTERNATIONAL,72079892,,PACKING,,,
"wizardry",EA,0,"fang's","flummox",GM,FISHER CONTROLS INTERNATIONAL,49220452,,PACKING,,,
"Elisa",EA,0,"diurnal","shackle's",it,FISHER CONTROLS INTERNATIONAL,99080692,,PACKING,,,
"implant",EA,0,"yakked","Mattie",PK,FISHER CONTROLS INTERNATIONAL,63461658,,PACKING,,,
"banshee's",EA,0,"nomadic","sorted",PL,FISHER CONTROLS INTERNATIONAL,94371189,,PACKING,,,
"prearrangement",EA,0,"uphills","forefoot's",VA,FISHER CONTROLS INTERNATIONAL,794893,,PACKING,,,
"foxhounds",EA,0,"excrescence's","Antichrist's",UZ,FISHER CONTROLS INTERNATIONAL,9096896,,PACKING,,,
"McKinley",EA,0,"temple's","Swissair",UA,FISHER CONTROLS INTERNATIONAL,53493344,,PACKING,,,
"Frostbelt",EA,0,"bronchus's","Canadian's",YE,FISHER CONTROLS INTERNATIONAL,52726580,,PACKING,,,
"pedestrians",EA,0,"pantomime","shocker's",US,FISHER CONTROLS INTERNATIONAL,40509503,,PACKING,,,
